TransactionID,Amount,PaymentMethod,Location,Device,TransactionDate,Fraud
TXN08246,99996,Debit Card,Morbi,Laptop,2024-09-21,No
TXN08247,3989,Credit Card,Hubli–Dharwad,Android,2025-12-13,No
TXN08248,2657,Credit Card,Satara,Android,2025-02-17,No
TXN08249,59817,Net Banking,Hindupur,iPhone,2024-10-21,No
TXN08250,68031,UPI,Bhilai,Laptop,2025-11-14,No
TXN08251,25043,Credit Card,Ahmedabad,Android,2025-10-16,No
TXN08252,62977,Credit Card,Kozhikode,Laptop,2025-04-05,No
TXN08253,29951,Net Banking,Khammam,Android,2026-01-27,No
TXN08254,57943,Debit Card,Bettiah,Android,2025-06-03,No
TXN08255,83757,Net Banking,Bhilai,Laptop,2025-11-08,No
TXN08256,61068,UPI,Ballia,Laptop,2024-07-13,No
TXN08257,27526,UPI,Gandhinagar,Laptop,2026-01-02,No
TXN08258,66109,UPI,Yamunanagar,Android,2025-12-14,No
TXN08259,73491,Net Banking,Tumkur,Android,2025-11-13,No
TXN08260,65912,UPI,Bhalswa Jahangir Pur,iPhone,2026-02-09,No
TXN08261,82726,Net Banking,Pondicherry,Android,2026-05-12,No
TXN08262,33336,UPI,Imphal,Laptop,2025-03-11,No
TXN08263,69521,Net Banking,Mathura,iPhone,2025-08-03,No
TXN08264,92587,UPI,Mau,Android,2025-05-29,No
TXN08265,13015,Debit Card,Udaipur,Android,2026-02-02,No
TXN08266,1615,Credit Card,Karimnagar,Laptop,2025-08-07,No
TXN08267,80704,Credit Card,Bhagalpur,Laptop,2025-12-16,No
TXN08268,92754,Debit Card,Dhule,Android,2026-05-28,No
TXN08269,82764,Credit Card,Raipur,Laptop,2025-06-03,No
TXN08270,23795,Credit Card,Asansol,Android,2025-05-16,No
TXN08271,1831,UPI,Vadodara,Android,2026-04-29,No
TXN08272,68650,Debit Card,Madhyamgram,Laptop,2024-08-25,No
TXN08273,18923,Net Banking,Pudukkottai,Android,2024-10-14,No
TXN08274,31429,UPI,Bhalswa Jahangir Pur,Android,2025-05-16,No
TXN08275,67272,Net Banking,Bareilly,iPhone,2025-04-26,No
TXN08276,37540,UPI,Dehri,iPhone,2026-03-11,No
TXN08277,21662,Debit Card,Sambalpur,iPhone,2025-05-12,No
TXN08278,2838,Net Banking,Bijapur,iPhone,2025-05-08,No
TXN08279,14731,Net Banking,Ghaziabad,Laptop,2025-07-15,No
TXN08280,93326,UPI,Bhagalpur,iPhone,2025-02-19,No
TXN08281,18207,UPI,Bhopal,iPhone,2025-09-20,No
TXN08282,34876,UPI,Rajkot,iPhone,2025-07-19,No
TXN08283,10037,Net Banking,Vellore,Laptop,2025-04-09,No
TXN08284,9744,Credit Card,Bally,Android,2026-07-04,No
TXN08285,93569,Debit Card,Srinagar,Laptop,2026-02-12,Yes
TXN08286,2046,Net Banking,Kadapa,Android,2025-01-29,No
TXN08287,92704,UPI,Gwalior,Android,2024-07-18,No
TXN08288,83066,Debit Card,Karaikudi,iPhone,2025-04-09,No
TXN08289,1879,Credit Card,Raipur,Android,2025-11-15,No
TXN08290,49104,UPI,Udupi,iPhone,2026-06-16,No
TXN08291,92429,Credit Card,Kurnool,iPhone,2026-03-26,No
TXN08292,24991,Net Banking,Bongaigaon,Android,2026-05-26,No
TXN08293,9768,Credit Card,Dindigul,Android,2025-06-22,No
TXN08294,73014,Net Banking,Ambala,Laptop,2024-09-27,No
TXN08295,21567,UPI,Adoni,Laptop,2025-11-18,No
TXN08296,45106,Debit Card,Anand,iPhone,2025-05-25,No
TXN08297,47880,Net Banking,Amaravati,iPhone,2025-07-18,No
TXN08298,81279,UPI,Ahmedabad,Android,2026-01-21,No
TXN08299,80477,Credit Card,Mehsana,Android,2026-01-19,No
TXN08300,40055,Net Banking,Bhagalpur,iPhone,2025-10-08,No
TXN08301,15771,Credit Card,Bihar Sharif,iPhone,2024-11-30,No
TXN08302,92989,UPI,Anantapur,Android,2024-07-19,No
TXN08303,71200,Credit Card,Sikar,Laptop,2025-12-06,No
TXN08304,19423,UPI,Arrah,iPhone,2024-08-08,No
TXN08305,41596,Credit Card,Vasai-Virar,iPhone,2025-02-07,No
TXN08306,18168,Net Banking,Bathinda,Laptop,2025-03-23,No
TXN08307,29712,UPI,Narasaraopet,Android,2026-06-10,No
TXN08308,4665,UPI,Phagwara,Android,2025-11-08,No
TXN08309,56213,UPI,Sambalpur,Laptop,2025-12-07,No
TXN08310,19868,Net Banking,Siliguri,Laptop,2026-04-16,No
TXN08311,10392,Net Banking,Malda,Android,2025-02-19,No
TXN08312,57485,UPI,Amaravati,Android,2025-03-01,No
TXN08313,17441,Debit Card,Bhusawal,Android,2025-04-21,No
TXN08314,39918,Net Banking,Bhiwandi,iPhone,2025-12-20,No
TXN08315,23519,UPI,Ahmedabad,iPhone,2025-07-20,No
TXN08316,36851,Credit Card,Kolkata,Android,2026-03-08,No
TXN08317,51823,UPI,South Dumdum,Android,2025-05-21,No
TXN08318,81424,Credit Card,Karimnagar,Laptop,2024-08-20,No
TXN08319,19225,Net Banking,Unnao,Laptop,2025-07-24,Yes
TXN08320,12345,UPI,Vasai-Virar,Android,2025-09-29,No
TXN08321,78585,Credit Card,Dehri,Laptop,2025-05-08,No
TXN08322,86156,UPI,Rajahmundry,iPhone,2026-02-23,No
TXN08323,95160,Credit Card,Thanjavur,Android,2026-02-02,No
TXN08324,41828,Net Banking,Saharanpur,Laptop,2025-08-31,No
TXN08325,13691,Credit Card,Naihati,iPhone,2025-01-07,No
TXN08326,63726,UPI,Guntakal,Laptop,2026-04-08,No
TXN08327,44937,Debit Card,Srikakulam,Android,2025-05-31,No
TXN08328,47640,Net Banking,Mahbubnagar,iPhone,2025-08-23,No
TXN08329,39000,Debit Card,Karaikudi,Laptop,2025-01-12,No
TXN08330,73627,UPI,Raurkela Industrial Township,iPhone,2025-07-15,No
TXN08331,50392,Net Banking,Buxar,Laptop,2025-11-02,No
TXN08332,43389,UPI,Begusarai,iPhone,2024-07-29,No
TXN08333,33239,Net Banking,Deoghar,iPhone,2026-04-14,No
TXN08334,66574,Debit Card,Bahraich,Laptop,2025-11-19,No
TXN08335,99450,Net Banking,Ballia,Laptop,2024-08-19,No
TXN08336,64310,Debit Card,Alwar,Laptop,2025-04-25,No
TXN08337,33159,Debit Card,Serampore,iPhone,2026-07-03,No
TXN08338,77883,Credit Card,Orai,iPhone,2025-07-06,No
TXN08339,52671,Debit Card,Aizawl,iPhone,2024-07-31,No
TXN08340,63056,Credit Card,Hospet,Android,2026-04-29,No
TXN08341,86653,Debit Card,Buxar,Android,2025-12-05,No
TXN08342,27640,Credit Card,Gangtok,Laptop,2026-06-28,No
TXN08343,3987,Credit Card,Belgaum,iPhone,2025-02-02,No
TXN08344,19662,Net Banking,Bongaigaon,iPhone,2024-08-08,No
TXN08345,29011,Debit Card,Mangalore,Laptop,2024-12-04,No
TXN08346,46200,Debit Card,Parbhani,Laptop,2024-10-31,No
TXN08347,89449,Credit Card,Kozhikode,Android,2024-09-01,No
TXN08348,42578,Debit Card,Coimbatore,Laptop,2025-02-02,No
TXN08349,57674,Net Banking,Tadepalligudem,Android,2026-01-05,No
TXN08350,47074,Debit Card,Gudivada,Laptop,2025-11-10,No
TXN08351,67586,Debit Card,Jamshedpur,Laptop,2025-03-09,No
TXN08352,72870,Net Banking,Udaipur,Laptop,2024-10-15,No
TXN08353,49602,Debit Card,Udupi,Android,2024-08-01,No
TXN08354,2591,Credit Card,Gaya,Android,2025-07-28,No
TXN08355,45076,Net Banking,Hindupur,Android,2025-11-05,No
TXN08356,13901,Net Banking,Sikar,iPhone,2024-11-05,No
TXN08357,95131,Net Banking,Silchar,Android,2026-06-15,No
TXN08358,74986,Net Banking,Guntakal,iPhone,2026-02-01,No
TXN08359,75163,Credit Card,Tiruppur,Android,2025-07-26,No
TXN08360,41614,Net Banking,Ambarnath,Android,2025-04-20,No
TXN08361,10279,UPI,Kumbakonam,Laptop,2026-02-28,No
TXN08362,40865,Net Banking,Jhansi,Android,2025-07-29,No
TXN08363,54305,Credit Card,Muzaffarpur,Android,2025-02-05,No
TXN08364,24927,UPI,Mangalore,iPhone,2025-09-17,No
TXN08365,53019,Debit Card,Suryapet,iPhone,2025-09-23,No
TXN08366,60208,Net Banking,Tadipatri,Laptop,2025-10-24,No
TXN08367,40527,Net Banking,Tenali,Laptop,2025-01-12,No
TXN08368,10743,Credit Card,Jaunpur,Laptop,2025-02-06,No
TXN08369,98845,Credit Card,Gangtok,iPhone,2025-03-22,No
TXN08370,17982,Credit Card,Cuttack,Android,2025-06-10,No
TXN08371,12144,UPI,Tadipatri,iPhone,2025-08-10,No
TXN08372,16656,Debit Card,Kota,iPhone,2024-07-21,No
TXN08373,41563,UPI,Phusro,Android,2026-02-09,No
TXN08374,1010,Debit Card,Thane,Android,2025-11-04,No
TXN08375,2506,Credit Card,Meerut,Android,2026-03-23,No
TXN08376,34319,Credit Card,Chittoor,Laptop,2025-12-13,No
TXN08377,89804,Net Banking,Kochi,Android,2025-12-21,No
TXN08378,28061,Credit Card,Madanapalle,Laptop,2025-03-09,No
TXN08379,36577,UPI,Davanagere,Laptop,2025-09-27,No
TXN08380,18158,Net Banking,Saharanpur,Android,2025-04-28,No
TXN08381,28822,Credit Card,Visakhapatnam,iPhone,2026-01-21,No
TXN08382,90960,Debit Card,Phagwara,Laptop,2026-06-08,No
TXN08383,9022,Net Banking,Bilaspur,Laptop,2026-02-28,No
TXN08384,9043,Credit Card,Pudukkottai,Laptop,2025-07-30,No
TXN08385,3439,Net Banking,Surat,iPhone,2025-10-28,No
TXN08386,89636,UPI,Bikaner,Android,2024-12-27,No
TXN08387,30199,Net Banking,Srinagar,Android,2026-03-01,No
TXN08388,45360,Debit Card,Akola,Android,2025-02-21,No
TXN08389,6483,UPI,Kalyan-Dombivli,iPhone,2025-04-21,No
TXN08390,38972,Debit Card,Ambala,iPhone,2025-05-04,No
TXN08391,32736,Debit Card,Junagadh,iPhone,2025-02-12,No
TXN08392,85673,Credit Card,Burhanpur,iPhone,2026-07-03,No
TXN08393,57643,Debit Card,Ongole,iPhone,2025-01-06,No
TXN08394,58536,Net Banking,Ozhukarai,iPhone,2025-11-22,No
TXN08395,51662,Debit Card,Miryalaguda,iPhone,2025-06-12,No
TXN08396,41235,UPI,Ludhiana,Android,2025-03-25,No
TXN08397,44408,Credit Card,Bangalore,Laptop,2026-01-18,No
TXN08398,26735,UPI,Adoni,Laptop,2025-04-18,No
TXN08399,73034,Debit Card,Nangloi Jat,iPhone,2026-02-26,No
TXN08400,64887,UPI,Pimpri-Chinchwad,iPhone,2025-01-26,No
TXN08401,13347,Net Banking,Agartala,iPhone,2026-04-16,No
TXN08402,25237,UPI,Rajkot,Android,2026-01-08,No
TXN08403,15311,Debit Card,Ozhukarai,iPhone,2025-09-14,No
TXN08404,87112,UPI,Maheshtala,Laptop,2024-08-25,No
TXN08405,15498,Net Banking,Bikaner,Android,2025-01-26,No
TXN08406,40911,Credit Card,Vellore,Laptop,2026-03-15,No
TXN08407,57588,Debit Card,Pune,Android,2025-04-27,No
TXN08408,27313,Credit Card,Ongole,iPhone,2025-04-12,No
TXN08409,63306,Debit Card,Delhi,Laptop,2025-07-11,No
TXN08410,8001,Debit Card,Dhanbad,Laptop,2026-06-27,No
TXN08411,76310,UPI,Kolkata,Laptop,2025-12-27,No
TXN08412,58994,Net Banking,Farrukhabad,Laptop,2025-08-14,No
TXN08413,16010,Debit Card,Arrah,Laptop,2026-01-06,No
TXN08414,25316,Credit Card,Bhatpara,Android,2025-03-13,No
TXN08415,57559,UPI,Pudukkottai,Android,2026-04-13,No
TXN08416,23594,Net Banking,Ujjain,Laptop,2024-10-30,No
TXN08417,65604,UPI,Bhimavaram,iPhone,2026-02-07,No
TXN08418,74000,UPI,Raebareli,Laptop,2026-06-26,No
TXN08419,5040,UPI,Navi Mumbai,Laptop,2025-03-02,No
TXN08420,56196,UPI,Raebareli,Android,2025-07-13,No
TXN08421,8054,UPI,Amaravati,Laptop,2024-11-29,No
TXN08422,67631,Debit Card,Alappuzha,Laptop,2024-09-21,No
TXN08423,90791,Debit Card,Thrissur,Android,2025-05-09,No
TXN08424,32247,UPI,Srikakulam,iPhone,2025-12-16,No
TXN08425,68086,Net Banking,Bhimavaram,Laptop,2026-03-09,No
TXN08426,71215,Credit Card,Kolkata,Laptop,2024-12-08,No
TXN08427,2617,UPI,Bhilwara,Laptop,2025-11-02,No
TXN08428,10794,Debit Card,Ballia,Android,2025-11-14,No
TXN08429,32119,Debit Card,Katihar,Laptop,2025-12-29,No
TXN08430,14456,Debit Card,Patiala,Android,2025-08-01,No
TXN08431,63844,Debit Card,Siwan,iPhone,2025-06-21,No
TXN08432,54169,Debit Card,Bareilly,Laptop,2026-05-10,No
TXN08433,99999,Credit Card,Ambarnath,iPhone,2025-09-06,No
TXN08434,34182,UPI,Kishanganj,Android,2025-02-12,No
TXN08435,18532,Debit Card,Pali,Android,2025-04-08,No
TXN08436,89149,UPI,Farrukhabad,Laptop,2025-10-20,No
TXN08437,65823,Net Banking,Madanapalle,Laptop,2025-08-31,No
TXN08438,62130,Credit Card,Tadepalligudem,iPhone,2024-10-02,No
TXN08439,9426,UPI,Parbhani,Android,2026-05-13,No
TXN08440,16152,UPI,Suryapet,iPhone,2025-10-24,No
TXN08441,63951,UPI,Shivpuri,Android,2026-05-05,No
TXN08442,97020,Credit Card,Ghaziabad,Laptop,2026-04-26,No
TXN08443,7083,UPI,Sambalpur,Android,2025-08-18,No
TXN08444,93271,Net Banking,Kakinada,Laptop,2025-12-22,No
TXN08445,97469,Credit Card,Imphal,Android,2025-12-23,No
TXN08446,66875,Net Banking,Jammu,iPhone,2025-05-24,No
TXN08447,14313,UPI,Kirari Suleman Nagar,iPhone,2025-08-03,No
TXN08448,34272,Debit Card,Korba,Android,2024-07-20,No
TXN08449,56600,Credit Card,Panihati,Laptop,2024-11-29,No
TXN08450,19468,UPI,Saharanpur,Android,2026-03-13,No
TXN08451,82627,Credit Card,Loni,iPhone,2026-03-07,No
TXN08452,66913,Debit Card,Uluberia,Laptop,2025-06-25,No
TXN08453,64325,Debit Card,Kochi,Laptop,2024-08-21,No
TXN08454,26438,Debit Card,Phagwara,iPhone,2025-05-21,No
TXN08455,90169,Net Banking,Gurgaon,iPhone,2025-04-19,No
TXN08456,3174,UPI,Durg,Android,2024-11-11,No
TXN08457,43620,Net Banking,Visakhapatnam,Laptop,2026-01-18,No
TXN08458,83243,Debit Card,Giridih,Laptop,2026-05-21,No
TXN08459,72224,Credit Card,Mehsana,iPhone,2026-02-06,No
TXN08460,90943,Net Banking,Vasai-Virar,Laptop,2026-01-24,No
TXN08461,96928,Net Banking,Malda,iPhone,2024-11-22,No
TXN08462,36907,Debit Card,Dhanbad,Laptop,2025-09-24,No
TXN08463,53384,UPI,Muzaffarpur,iPhone,2026-02-05,No
TXN08464,15033,Debit Card,Sasaram,iPhone,2025-12-11,No
TXN08465,19186,UPI,Pallavaram,Laptop,2025-09-11,No
TXN08466,18533,UPI,Giridih,Laptop,2025-05-18,No
TXN08467,10035,Credit Card,Orai,Android,2025-07-31,No
TXN08468,28258,Credit Card,Kozhikode,iPhone,2026-06-30,No
TXN08469,33361,Credit Card,Tirunelveli,iPhone,2024-12-04,No
TXN08470,60726,Debit Card,Haridwar,Laptop,2025-11-22,No
TXN08471,73864,UPI,Thiruvananthapuram,Laptop,2025-09-21,No
TXN08472,55184,Credit Card,Ghaziabad,iPhone,2025-10-27,No
TXN08473,30093,UPI,Hubli–Dharwad,iPhone,2024-07-30,No
TXN08474,81890,Credit Card,Aizawl,Laptop,2024-12-09,No
TXN08475,53114,Debit Card,Chinsurah,Android,2025-05-28,No
TXN08476,61430,Debit Card,Shahjahanpur,Laptop,2025-10-28,No
TXN08477,58506,UPI,Dehri,iPhone,2025-08-12,No
TXN08478,95556,UPI,Darbhanga,iPhone,2024-09-07,No
TXN08479,59928,UPI,Surendranagar Dudhrej,iPhone,2025-01-31,No
TXN08480,62645,UPI,Dibrugarh,iPhone,2026-06-27,No
TXN08481,89331,UPI,Jehanabad,Laptop,2025-04-08,Yes
TXN08482,70043,Debit Card,Ranchi,Android,2026-01-10,No
TXN08483,14359,Debit Card,Navi Mumbai,Android,2026-05-19,No
TXN08484,65295,UPI,Coimbatore,Android,2025-01-20,No
TXN08485,56192,Credit Card,Mumbai,Laptop,2024-10-17,No
TXN08486,48850,UPI,Kochi,iPhone,2026-04-07,No
TXN08487,79330,Net Banking,Gorakhpur,Laptop,2025-10-30,No
TXN08488,40710,Debit Card,Guntakal,Android,2026-03-02,No
TXN08489,98243,Debit Card,Kishanganj,Laptop,2025-09-16,No
TXN08490,41714,Debit Card,Berhampore,Android,2025-12-22,No
TXN08491,32714,Debit Card,Rewa,Android,2025-03-24,No
TXN08492,82773,Net Banking,Tiruchirappalli,Laptop,2025-10-22,No
TXN08493,17704,Net Banking,Kadapa,Laptop,2025-07-16,No
TXN08494,59895,Credit Card,Bardhaman,Android,2024-10-23,No
TXN08495,94889,UPI,Giridih,Android,2025-03-09,No
TXN08496,16373,Debit Card,Morena,Laptop,2026-06-23,No
TXN08497,32421,Credit Card,Silchar,iPhone,2025-01-28,No
TXN08498,66354,UPI,Jamnagar,iPhone,2024-08-05,No
TXN08499,15077,UPI,Guntur,Laptop,2024-08-03,No
TXN08500,19045,Net Banking,Nashik,iPhone,2025-01-30,No
TXN08501,85897,UPI,Kirari Suleman Nagar,iPhone,2025-03-26,No
TXN08502,43796,Debit Card,Vijayawada,Laptop,2025-03-27,No
TXN08503,34842,UPI,Jaipur,iPhone,2025-07-28,No
TXN08504,57120,UPI,Gulbarga,Laptop,2024-07-25,No
TXN08505,43979,Debit Card,Dhule,Android,2024-10-26,No
TXN08506,42761,UPI,Bally,Android,2025-06-12,No
TXN08507,10996,Debit Card,Gulbarga,iPhone,2025-08-30,No
TXN08508,65562,Debit Card,Bharatpur,iPhone,2025-04-01,No
TXN08509,93470,Debit Card,Burhanpur,Android,2025-09-17,No
TXN08510,23686,Net Banking,Jaunpur,iPhone,2025-11-15,No
TXN08511,6557,Credit Card,North Dumdum,Android,2025-12-23,No
TXN08512,65049,Credit Card,Motihari,Android,2025-04-10,No
TXN08513,92580,Net Banking,Amaravati,Android,2026-01-16,No
TXN08514,69986,Credit Card,Kolkata,Android,2024-12-26,No
TXN08515,34937,Net Banking,Mahbubnagar,iPhone,2024-09-14,No
TXN08516,14741,Credit Card,Faridabad,iPhone,2024-08-27,No
TXN08517,41120,Debit Card,Jalandhar,Android,2025-08-22,No
TXN08518,36629,Credit Card,Vasai-Virar,iPhone,2025-07-21,No
TXN08519,63838,Debit Card,Adoni,Android,2026-01-05,No
TXN08520,84395,Debit Card,South Dumdum,Laptop,2025-08-15,Yes
TXN08521,92509,Debit Card,Nagercoil,Laptop,2025-05-08,No
TXN08522,53431,Credit Card,Munger,Android,2026-03-16,No
TXN08523,6734,UPI,Jalgaon,Laptop,2024-08-25,No
TXN08524,24627,Credit Card,Shahjahanpur,iPhone,2026-04-07,No
TXN08525,29112,Credit Card,Dibrugarh,Android,2025-06-02,No
TXN08526,71326,Net Banking,Bhavnagar,Laptop,2025-11-23,No
TXN08527,27132,Credit Card,Kota,Laptop,2025-11-22,No
TXN08528,77144,Net Banking,Karimnagar,iPhone,2026-04-13,No
TXN08529,56881,UPI,Haridwar,Laptop,2025-06-18,No
TXN08530,85080,Credit Card,Bijapur,Android,2024-10-28,No
TXN08531,41473,Credit Card,Rajpur Sonarpur,Android,2025-08-13,No
TXN08532,45615,UPI,Berhampore,Laptop,2024-11-13,No
TXN08533,83682,UPI,Ulhasnagar,Android,2025-10-14,No
TXN08534,52420,Debit Card,Muzaffarnagar,iPhone,2025-08-31,No
TXN08535,37835,Credit Card,Raichur,Android,2026-02-27,No
TXN08536,81717,Credit Card,Kavali,Laptop,2025-06-03,No
TXN08537,40010,Net Banking,Ajmer,Laptop,2024-09-07,No
TXN08538,53157,Debit Card,Bally,iPhone,2025-05-16,No
TXN08539,20282,UPI,Jaunpur,iPhone,2024-08-19,No
TXN08540,15227,Credit Card,Dehradun,iPhone,2025-11-22,No
TXN08541,56892,Debit Card,Madanapalle,Laptop,2025-12-10,No
TXN08542,9688,Debit Card,Kharagpur,Laptop,2025-11-18,No
TXN08543,86623,UPI,Jalna,Android,2026-04-22,No
TXN08544,98896,Net Banking,Raipur,Android,2026-02-16,No
TXN08545,60160,Credit Card,Ozhukarai,iPhone,2025-10-31,No
TXN08546,99769,Debit Card,Kochi,iPhone,2025-12-21,No
TXN08547,20593,Debit Card,Jehanabad,iPhone,2026-02-17,No
TXN08548,26234,Net Banking,Bhusawal,Android,2025-12-26,No
TXN08549,11344,Debit Card,Ambattur,iPhone,2026-05-05,No
TXN08550,77997,Credit Card,Kollam,Android,2025-01-26,No
TXN08551,95804,UPI,Bikaner,Laptop,2024-10-04,No
TXN08552,12668,Debit Card,Alwar,Laptop,2026-01-27,No
TXN08553,41687,Net Banking,Srinagar,iPhone,2025-05-10,No
TXN08554,25650,UPI,Gandhinagar,Laptop,2024-10-19,No
TXN08555,83509,Credit Card,Thrissur,iPhone,2025-03-09,No
TXN08556,77336,Credit Card,Gopalpur,Android,2025-01-22,No
TXN08557,20943,Net Banking,Mehsana,Android,2024-07-10,No
TXN08558,14464,Credit Card,Akola,Laptop,2025-05-04,No
TXN08559,38770,Debit Card,Nadiad,Android,2026-04-19,No
TXN08560,53527,Credit Card,Patiala,Laptop,2024-10-30,No
TXN08561,4265,Net Banking,Bhatpara,Laptop,2025-01-28,No
TXN08562,49664,Debit Card,Bettiah,Laptop,2026-04-06,No
TXN08563,91846,Net Banking,Tezpur,Laptop,2026-06-25,No
TXN08564,98875,Debit Card,Howrah,Laptop,2025-01-19,No
TXN08565,62669,UPI,Khora ,Laptop,2026-06-23,No
TXN08566,76587,Debit Card,Bahraich,Android,2025-05-05,No
TXN08567,70053,Credit Card,Ranchi,Android,2026-06-03,No
TXN08568,65672,UPI,Bidar,Laptop,2024-09-20,No
TXN08569,2289,UPI,Agartala,Laptop,2025-06-06,No
TXN08570,85747,UPI,Navi Mumbai,iPhone,2026-05-26,No
TXN08571,11832,UPI,Muzaffarnagar,Android,2024-09-01,No
TXN08572,93250,Credit Card,Kochi,Android,2026-04-14,No
TXN08573,92348,Net Banking,Ghaziabad,Laptop,2025-02-15,No
TXN08574,73877,Credit Card,Korba,Android,2024-08-26,No
TXN08575,64229,Net Banking,Mango,Android,2026-04-02,No
TXN08576,98138,Credit Card,Davanagere,Laptop,2025-03-28,No
TXN08577,92970,Debit Card,Bahraich,iPhone,2025-02-15,No
TXN08578,89253,Net Banking,Danapur,Laptop,2026-02-08,No
TXN08579,33936,UPI,Vijayanagaram,iPhone,2024-11-13,No
TXN08580,6825,UPI,Pallavaram,iPhone,2026-01-11,No
TXN08581,41932,Net Banking,Anand,iPhone,2024-12-27,No
TXN08582,43093,Debit Card,Jorhat,Laptop,2024-07-14,No
TXN08583,97077,Net Banking,Khammam,Laptop,2026-06-11,Yes
TXN08584,76215,Net Banking,Sirsa,Android,2024-09-26,No
TXN08585,25105,UPI,Ludhiana,Android,2026-03-31,No
TXN08586,35087,UPI,Nadiad,iPhone,2026-03-05,No
TXN08587,99629,Credit Card,Barasat,iPhone,2025-03-08,No
TXN08588,73437,Net Banking,Guna,iPhone,2025-08-10,No
TXN08589,63835,Debit Card,Jamalpur,Android,2026-04-24,No
TXN08590,68550,Debit Card,Varanasi,Laptop,2024-08-23,No
TXN08591,66472,Debit Card,Giridih,Laptop,2025-10-08,No
TXN08592,51280,Credit Card,Davanagere,Laptop,2026-03-21,No
TXN08593,90482,Net Banking,Panchkula,Android,2026-02-15,No
TXN08594,71861,UPI,Sri Ganganagar,Laptop,2025-01-23,No
TXN08595,13062,Debit Card,Meerut,Android,2025-01-01,No
TXN08596,57474,Net Banking,Jammu,Android,2024-07-19,No
TXN08597,86357,UPI,Malda,Laptop,2025-10-25,No
TXN08598,24553,Debit Card,Patiala,iPhone,2025-06-08,No
TXN08599,23021,UPI,New Delhi,Laptop,2024-10-14,No
TXN08600,47655,Credit Card,Bhiwandi,Android,2024-09-28,No
TXN08601,55130,Debit Card,Ajmer,Laptop,2024-12-17,No
TXN08602,12274,Debit Card,Raiganj,Android,2025-04-13,No
TXN08603,77290,UPI,Nangloi Jat,iPhone,2026-05-28,No
TXN08604,73513,Net Banking,Rajpur Sonarpur,Laptop,2025-02-17,No
TXN08605,15309,UPI,Dindigul,Android,2026-01-04,No
TXN08606,70725,Net Banking,Kharagpur,Laptop,2026-01-27,No
TXN08607,63956,Credit Card,Purnia,Laptop,2024-12-11,No
TXN08608,26092,UPI,Suryapet,Laptop,2024-08-29,No
TXN08609,16589,Credit Card,Nandyal,Laptop,2026-04-08,No
TXN08610,53654,Debit Card,Visakhapatnam,Laptop,2025-03-23,No
TXN08611,69548,Credit Card,Dehri,iPhone,2025-04-15,Yes
TXN08612,56384,Debit Card,Jabalpur,iPhone,2026-01-10,No
TXN08613,13386,Credit Card,Ballia,Laptop,2024-08-03,No
TXN08614,67320,Debit Card,Ongole,iPhone,2025-05-26,No
TXN08615,89029,Debit Card,Etawah,iPhone,2025-12-20,No
TXN08616,47160,Credit Card,Nellore,Laptop,2025-01-30,No
TXN08617,85556,Debit Card,Ichalkaranji,iPhone,2025-08-06,No
TXN08618,43444,Debit Card,Mahbubnagar,Laptop,2025-03-30,No
TXN08619,97880,UPI,Jorhat,iPhone,2025-07-12,No
TXN08620,47567,Debit Card,Pimpri-Chinchwad,Laptop,2024-10-24,No
TXN08621,99856,Credit Card,Guntakal,Android,2025-12-21,No
TXN08622,85242,Debit Card,Kota,iPhone,2025-02-25,No
TXN08623,77100,Net Banking,Gandhidham,Laptop,2025-01-10,No
TXN08624,43310,UPI,Ahmedabad,Android,2025-12-02,No
TXN08625,32019,Net Banking,Amritsar,Android,2026-03-13,Yes
TXN08626,95463,Debit Card,Eluru,Android,2026-05-04,No
TXN08627,17939,Debit Card,Arrah,Laptop,2025-02-26,No
TXN08628,1186,UPI,Indore,Android,2025-07-18,No
TXN08629,12630,Debit Card,Shimoga,Android,2025-05-01,No
TXN08630,33776,Credit Card,Serampore,Laptop,2025-11-17,No
TXN08631,25546,Net Banking,Mahbubnagar,Android,2025-07-02,No
TXN08632,74037,Net Banking,Tiruvottiyur,Android,2026-01-21,No
TXN08633,6837,Net Banking,Muzaffarpur,iPhone,2025-09-30,No
TXN08634,50846,UPI,Meerut,iPhone,2025-01-10,No
TXN08635,24476,UPI,Ghaziabad,Laptop,2025-07-27,No
TXN08636,37240,Net Banking,Nizamabad,iPhone,2025-11-23,No
TXN08637,35876,Credit Card,Aligarh,iPhone,2024-12-15,No
TXN08638,99197,Net Banking,Thanjavur,iPhone,2025-09-22,No
TXN08639,26619,Net Banking,Bhilwara,Android,2026-06-15,No
TXN08640,4267,Credit Card,Pali,Laptop,2025-09-11,No
TXN08641,34995,UPI,Bettiah,Laptop,2026-04-09,No
TXN08642,57906,Credit Card,Bardhaman,Laptop,2025-06-19,No
TXN08643,88995,UPI,Gopalpur,Android,2025-01-27,No
TXN08644,2646,Credit Card,Malda,Android,2026-06-08,No
TXN08645,54098,Net Banking,Raichur,Android,2026-01-04,No
TXN08646,90248,Debit Card,Phusro,iPhone,2025-01-29,No
TXN08647,62853,Debit Card,Surendranagar Dudhrej,Laptop,2026-02-06,No
TXN08648,35368,Net Banking,Parbhani,Laptop,2025-11-10,No
TXN08649,67666,Credit Card,Nashik,Android,2024-11-11,No
TXN08650,78255,Debit Card,Mangalore,Android,2025-10-26,No
TXN08651,79497,Credit Card,Ghaziabad,iPhone,2025-12-28,No
