ProductID,StoreID,Stock,ReorderLevel,DamagedStock,LostStock
48,S029,216,22,11,1
48,S030,368,61,12,10
48,S031,196,22,1,3
48,S032,136,72,13,4
48,S033,270,72,8,8
48,S034,285,48,7,7
48,S035,466,75,5,5
48,S036,352,63,8,3
48,S037,118,74,1,5
48,S038,363,54,2,2
48,S039,156,70,1,8
48,S040,282,31,8,7
48,S041,80,54,11,7
48,S042,104,58,13,10
48,S043,318,51,14,6
48,S044,348,72,10,8
48,S045,257,66,5,2
48,S046,294,37,2,10
48,S047,154,72,15,5
48,S048,327,55,4,1
48,S049,466,24,14,2
48,S050,240,56,13,9
49,S001,185,75,3,9
49,S002,115,68,2,5
49,S003,296,72,12,2
49,S004,233,51,10,5
49,S005,417,24,15,6
49,S006,311,79,3,1
49,S007,393,54,6,2
49,S008,260,40,11,3
49,S009,92,70,10,9
49,S010,143,72,2,8
49,S011,432,59,15,4
49,S012,114,39,2,2
49,S013,437,49,10,8
49,S014,76,66,12,8
49,S015,373,31,3,3
49,S016,88,53,12,8
49,S017,149,76,3,7
49,S018,396,47,8,10
49,S019,362,61,8,6
49,S020,468,72,1,5
49,S021,494,39,3,0
49,S022,322,61,10,4
49,S023,85,30,6,6
49,S024,363,38,15,8
49,S025,108,44,14,5
49,S026,131,62,4,5
49,S027,189,72,4,10
49,S028,254,72,9,2
49,S029,329,75,9,8
49,S030,191,71,11,6
49,S031,422,61,11,5
49,S032,436,48,14,3
49,S033,70,62,8,3
49,S034,353,54,14,3
49,S035,157,44,9,3
49,S036,423,39,8,0
49,S037,349,59,1,6
49,S038,350,40,13,2
49,S039,369,37,15,0
49,S040,377,66,10,3
49,S041,149,39,10,3
49,S042,144,54,13,9
49,S043,437,46,11,9
49,S044,231,66,10,6
49,S045,402,80,10,4
49,S046,361,71,8,6
49,S047,64,53,7,3
49,S048,182,35,12,6
49,S049,340,43,1,4
49,S050,499,25,15,7
50,S001,227,20,7,7
50,S002,340,46,12,8
50,S003,252,63,0,1
50,S004,117,24,10,2
50,S005,276,60,10,1
50,S006,83,24,15,1
50,S007,349,41,12,6
50,S008,470,69,9,1
50,S009,302,55,10,9
50,S010,264,69,1,4
50,S011,359,63,8,3
50,S012,249,24,14,2
50,S013,348,21,12,9
50,S014,107,46,11,0
50,S015,360,53,2,1
50,S016,169,43,3,7
50,S017,287,47,11,3
50,S018,375,73,11,4
50,S019,427,26,3,3
50,S020,107,58,13,6
50,S021,328,27,11,2
50,S022,244,58,8,6
50,S023,275,41,10,9
50,S024,236,71,10,3
50,S025,132,35,13,10
50,S026,433,47,5,0
50,S027,357,58,15,10
50,S028,214,32,11,5
50,S029,188,41,5,8
50,S030,206,80,2,10
50,S031,397,36,8,4
50,S032,77,36,2,5
50,S033,475,23,10,7
50,S034,368,65,11,7
50,S035,319,33,1,0
50,S036,410,33,11,1
50,S037,197,35,0,0
50,S038,423,45,12,6
50,S039,354,62,9,1
50,S040,151,24,8,10
50,S041,410,29,2,6
50,S042,421,21,0,6
50,S043,387,57,11,3
50,S044,107,21,3,6
50,S045,440,46,5,9
50,S046,391,60,9,0
50,S047,218,37,15,6
50,S048,480,75,13,3
50,S049,215,71,4,7
50,S050,301,24,6,7
51,S001,401,30,11,4
51,S002,54,36,4,8
51,S003,202,32,6,6
51,S004,284,63,2,1
51,S005,315,55,14,9
51,S006,141,46,3,3
51,S007,148,40,6,10
51,S008,120,74,1,1
51,S009,241,46,1,8
51,S010,157,61,14,8
51,S011,199,71,14,8
51,S012,109,70,1,8
51,S013,399,39,15,7
51,S014,480,48,12,9
51,S015,366,48,1,7
51,S016,217,70,13,1
51,S017,240,37,15,2
51,S018,196,71,11,7
51,S019,339,36,0,1
51,S020,225,73,7,3
51,S021,335,20,13,9
51,S022,196,28,13,0
51,S023,391,26,12,10
51,S024,215,69,13,1
51,S025,407,73,0,0
51,S026,150,27,7,8
51,S027,321,51,1,9
51,S028,299,78,0,7
51,S029,223,51,3,8
51,S030,492,30,2,3
51,S031,107,23,15,7
51,S032,120,56,11,7
51,S033,85,40,6,8
51,S034,232,59,5,5
51,S035,343,49,3,9
51,S036,436,74,2,7
51,S037,90,23,7,5
51,S038,310,32,14,9
51,S039,414,48,8,4
51,S040,418,56,7,4
51,S041,481,54,11,6
51,S042,432,66,15,2
51,S043,124,28,4,3
51,S044,116,36,5,2
51,S045,355,24,1,3
51,S046,430,58,8,10
51,S047,471,42,4,3
51,S048,116,66,9,4
51,S049,499,78,7,6
51,S050,432,37,10,3
52,S001,58,21,13,6
52,S002,114,79,0,4
52,S003,159,21,11,2
52,S004,62,23,12,0
52,S005,109,40,1,5
52,S006,207,29,11,6
52,S007,344,49,1,4
52,S008,355,31,10,8
52,S009,446,24,15,1
52,S010,379,65,13,3
52,S011,271,71,8,2
52,S012,314,21,12,9
52,S013,339,36,6,3
52,S014,410,72,12,4
52,S015,57,66,13,4
52,S016,151,20,2,8
52,S017,300,27,15,0
52,S018,137,21,10,2
52,S019,349,73,14,3
52,S020,409,58,6,8
52,S021,425,77,3,6
52,S022,247,43,8,10
52,S023,222,37,8,7
52,S024,477,48,7,9
52,S025,272,57,6,5
52,S026,196,21,5,1
52,S027,412,32,5,8
52,S028,476,24,5,5
52,S029,96,76,2,6
52,S030,236,36,3,8
52,S031,57,28,7,2
52,S032,193,64,9,4
52,S033,411,34,5,9
52,S034,270,22,8,6
52,S035,64,22,13,6
52,S036,347,20,9,7
52,S037,139,28,7,3
52,S038,282,51,0,6
52,S039,71,60,14,8
52,S040,317,35,3,2
52,S041,456,78,9,9
52,S042,193,48,9,0
52,S043,139,27,3,10
52,S044,442,66,2,9
52,S045,371,54,6,10
52,S046,337,33,11,7
52,S047,214,80,4,9
52,S048,129,56,7,10
52,S049,420,36,14,1
52,S050,207,30,12,7
53,S001,439,28,15,6
53,S002,485,53,12,1
53,S003,310,40,14,7
53,S004,373,46,6,8
53,S005,423,56,8,3
53,S006,417,49,10,9
53,S007,428,36,15,1
53,S008,415,20,9,2
53,S009,310,25,9,5
53,S010,463,39,15,7
53,S011,80,62,11,0
53,S012,198,68,9,1
53,S013,475,37,12,3
53,S014,134,47,14,9
53,S015,63,60,9,10
53,S016,353,72,7,1
53,S017,174,42,5,10
53,S018,276,56,3,0
53,S019,429,22,10,5
53,S020,448,65,3,6
53,S021,365,58,9,7
53,S022,65,54,5,5
53,S023,341,28,8,9
53,S024,327,80,7,6
53,S025,471,57,1,7
53,S026,384,28,2,3
53,S027,487,35,2,7
53,S028,273,37,14,7
53,S029,135,43,8,0
53,S030,438,67,12,10
53,S031,295,60,14,6
53,S032,377,65,7,5
53,S033,170,75,1,6
53,S034,101,61,8,4
53,S035,160,58,8,3
53,S036,57,74,0,8
53,S037,421,38,9,6
53,S038,448,62,3,5
53,S039,77,44,4,1
53,S040,145,44,10,6
53,S041,389,24,0,5
53,S042,62,71,13,10
53,S043,103,21,13,7
53,S044,342,52,7,10
53,S045,84,72,4,2
53,S046,186,24,2,2
53,S047,414,80,10,10
53,S048,322,64,12,5
53,S049,143,71,1,8
53,S050,147,21,15,0
54,S001,349,71,14,10
54,S002,163,68,10,1
54,S003,276,39,1,1
54,S004,491,77,12,1
54,S005,66,56,13,10
54,S006,252,74,13,8
54,S007,413,22,6,5
54,S008,183,75,11,3
54,S009,114,80,2,4
54,S010,380,79,5,5
54,S011,369,62,2,0
54,S012,241,61,10,1
54,S013,384,26,12,5
54,S014,283,40,6,0
54,S015,182,31,5,5
54,S016,234,47,15,1
54,S017,428,46,5,4
54,S018,325,54,0,9
54,S019,129,80,0,9
54,S020,193,30,5,4
54,S021,419,63,4,5
54,S022,209,75,4,2
54,S023,189,31,8,9
54,S024,211,36,4,7
54,S025,154,42,3,9
54,S026,406,31,3,1
54,S027,236,40,6,4
54,S028,466,41,4,0
54,S029,124,22,9,4
54,S030,59,62,11,5
54,S031,136,27,9,4
54,S032,154,26,11,0
54,S033,347,78,12,10
54,S034,489,73,5,0
54,S035,380,33,4,0
54,S036,167,48,7,3
54,S037,405,40,10,5
54,S038,359,42,2,0
54,S039,79,29,7,9
54,S040,380,42,11,3
54,S041,255,53,13,5
54,S042,450,70,10,10
54,S043,350,76,4,9
54,S044,105,67,10,3
54,S045,280,27,3,5
54,S046,90,60,7,3
54,S047,54,23,6,9
54,S048,378,46,15,5
54,S049,197,69,10,2
54,S050,316,55,3,2
55,S001,244,40,3,6
55,S002,498,41,7,4
55,S003,373,68,12,1
55,S004,247,51,12,7
55,S005,194,59,2,7
55,S006,239,40,14,4
55,S007,500,61,10,0
55,S008,129,47,14,8
55,S009,334,54,6,1
55,S010,133,25,7,6
55,S011,249,27,15,2
55,S012,124,73,6,1
55,S013,197,76,6,1
55,S014,112,40,7,1
55,S015,478,46,8,8
55,S016,273,59,15,8
55,S017,404,53,14,0
55,S018,138,43,9,8
55,S019,444,40,0,5
55,S020,359,49,5,1
55,S021,265,48,2,1
55,S022,74,80,9,5
55,S023,407,65,7,7
55,S024,221,65,0,7
55,S025,327,67,9,10
55,S026,432,31,3,5
55,S027,201,47,4,3
55,S028,187,61,5,1
55,S029,118,38,13,5
55,S030,119,54,14,0
55,S031,115,57,11,4
55,S032,450,65,5,6
55,S033,87,24,15,6
55,S034,230,22,10,8
55,S035,67,22,3,8
55,S036,215,47,3,10
55,S037,195,28,14,2
55,S038,405,58,1,10
55,S039,430,63,7,3
55,S040,100,80,7,10
55,S041,129,77,9,8
55,S042,217,30,5,3
55,S043,396,23,6,10
55,S044,212,50,10,5
55,S045,371,74,0,10
55,S046,106,67,4,6
55,S047,63,52,7,3
55,S048,342,20,8,2
55,S049,132,36,4,0
55,S050,351,33,3,3
56,S001,363,35,2,3
56,S002,336,21,3,10
56,S003,406,54,5,2
56,S004,89,45,0,3
56,S005,256,29,3,3
56,S006,379,20,7,10
56,S007,245,63,12,4
56,S008,328,45,3,10
56,S009,416,60,4,10
56,S010,455,24,12,6
56,S011,52,40,7,10
56,S012,145,32,0,0
56,S013,148,27,8,5
56,S014,200,67,0,3
56,S015,339,52,5,5
56,S016,460,47,5,2
56,S017,261,35,9,9
56,S018,116,59,8,5
56,S019,381,38,5,1
56,S020,453,32,12,7
56,S021,306,69,11,9
56,S022,156,45,13,2
56,S023,489,53,7,8
56,S024,420,31,9,7
56,S025,81,20,6,6
56,S026,298,55,5,10
56,S027,64,66,2,2
56,S028,102,73,0,4
56,S029,348,61,4,9
56,S030,220,25,5,9
56,S031,401,52,9,6
56,S032,189,66,7,6
56,S033,225,33,12,6
56,S034,337,62,2,9
56,S035,446,51,11,10
56,S036,178,76,14,2
56,S037,164,74,12,1
56,S038,146,39,10,6
56,S039,386,42,9,9
56,S040,217,40,8,6
56,S041,213,39,2,5
56,S042,96,40,10,9
56,S043,273,20,11,1
56,S044,220,48,13,10
56,S045,141,38,10,7
56,S046,261,75,6,4
56,S047,159,79,15,7
56,S048,407,51,10,1
56,S049,325,58,8,5
56,S050,394,29,12,5
57,S001,266,66,5,2
57,S002,264,43,15,3
57,S003,291,64,13,4
57,S004,82,54,9,9
57,S005,272,25,2,6
57,S006,284,21,2,7
57,S007,112,33,14,7
57,S008,445,38,10,0
57,S009,151,25,4,3
57,S010,250,75,5,7
57,S011,178,62,13,9
57,S012,405,71,3,7
57,S013,227,43,10,10
57,S014,75,34,3,1
57,S015,322,53,3,6
57,S016,119,25,6,5
57,S017,108,62,13,4
57,S018,452,23,5,4
57,S019,499,53,5,0
57,S020,498,73,4,9
57,S021,118,56,8,5
57,S022,202,23,0,8
57,S023,321,59,15,5
57,S024,246,76,9,2
57,S025,243,42,0,1
57,S026,403,72,0,0
57,S027,390,77,8,2
57,S028,478,26,4,4
57,S029,328,44,7,0
57,S030,459,37,12,0
57,S031,373,60,6,2
57,S032,414,41,3,3
57,S033,52,61,13,6
57,S034,138,28,4,5
57,S035,74,64,3,6
57,S036,429,56,8,1
57,S037,84,37,9,9
57,S038,211,47,8,1
57,S039,140,58,2,1
57,S040,432,69,12,10
57,S041,422,55,3,4
57,S042,377,33,5,5
57,S043,133,64,7,9
57,S044,122,73,4,6
57,S045,295,36,3,8
57,S046,425,39,14,4
57,S047,253,23,4,9
57,S048,312,79,7,5
57,S049,315,69,1,6
57,S050,67,23,14,8
58,S001,175,66,3,5
58,S002,254,42,14,5
58,S003,164,79,4,10
58,S004,217,46,1,5
58,S005,398,27,4,4
58,S006,477,29,6,4
58,S007,115,23,9,4
58,S008,284,63,5,0
58,S009,218,74,8,1
58,S010,224,57,13,3
58,S011,245,72,0,8
58,S012,461,65,11,4
58,S013,286,24,8,1
58,S014,85,52,9,3
58,S015,230,32,11,10
58,S016,97,50,9,7
58,S017,319,33,10,0
58,S018,279,47,10,4
58,S019,317,76,15,1
58,S020,98,43,2,6
58,S021,303,41,0,6
58,S022,417,40,15,4
58,S023,345,80,1,5
58,S024,98,51,2,2
58,S025,167,61,4,3
58,S026,89,26,8,1
58,S027,299,35,10,7
58,S028,153,21,2,4
58,S029,211,50,6,0
58,S030,133,49,0,0
58,S031,115,59,4,1
58,S032,322,59,10,9
58,S033,71,63,10,6
58,S034,218,21,9,1
58,S035,224,27,1,10
58,S036,311,27,10,1
58,S037,286,50,14,1
58,S038,419,32,15,5
58,S039,492,63,1,2
58,S040,383,68,11,9
58,S041,138,37,5,3
58,S042,359,42,1,10
58,S043,250,51,15,5
58,S044,444,26,14,6
58,S045,465,25,2,6
58,S046,177,60,8,6
58,S047,161,75,2,6
58,S048,208,44,5,7
58,S049,75,44,11,4
58,S050,54,70,5,6
59,S001,249,63,13,8
59,S002,305,54,5,2
59,S003,464,72,6,6
59,S004,389,56,9,10
59,S005,203,63,10,5
59,S006,290,69,3,4
59,S007,103,74,10,3
59,S008,257,46,3,5
59,S009,159,43,1,6
59,S010,130,41,13,4
59,S011,335,65,2,9
59,S012,276,56,6,4
59,S013,249,43,12,0
59,S014,66,41,0,3
59,S015,471,21,10,5
59,S016,210,56,9,10
59,S017,140,28,11,1
59,S018,211,74,8,3
59,S019,225,64,8,10
59,S020,255,73,6,6
59,S021,387,52,15,6
59,S022,409,70,6,6
59,S023,358,21,11,9
59,S024,208,37,1,3
59,S025,76,21,6,2
59,S026,306,50,10,3
59,S027,445,77,7,0
59,S028,318,61,11,0
59,S029,129,57,7,10
59,S030,375,49,3,8
59,S031,265,40,5,8
59,S032,500,30,8,7
59,S033,196,44,6,2
59,S034,366,77,15,9
59,S035,399,62,5,7
59,S036,106,61,6,2
59,S037,282,66,0,3
59,S038,311,65,10,1
59,S039,79,74,3,2
59,S040,111,20,7,3
59,S041,68,70,14,4
59,S042,451,77,0,1
59,S043,134,59,11,4
59,S044,215,67,11,0
59,S045,466,58,10,4
59,S046,270,34,9,7
59,S047,112,28,9,6
59,S048,145,56,1,8
59,S049,219,59,9,0
59,S050,116,66,8,5
60,S001,73,57,3,9
60,S002,290,63,15,1
60,S003,342,44,0,5
60,S004,433,25,7,8
60,S005,384,68,0,10
60,S006,256,35,6,8
60,S007,88,79,3,6
60,S008,254,30,3,2
60,S009,206,45,7,0
60,S010,81,33,4,7
60,S011,199,27,14,8
60,S012,379,36,1,7
60,S013,410,42,3,8
60,S014,62,49,12,7
60,S015,492,57,1,4
60,S016,118,53,14,6
60,S017,324,38,1,1
60,S018,333,34,1,3
60,S019,98,71,4,0
60,S020,420,68,10,6
60,S021,72,26,14,4
60,S022,259,70,9,3
60,S023,489,76,12,10
60,S024,432,54,8,4
60,S025,324,80,2,8
60,S026,72,30,6,1
60,S027,445,45,2,3
60,S028,354,21,1,0
60,S029,294,27,5,2
60,S030,359,24,10,1
60,S031,272,23,15,3
60,S032,373,21,13,2
60,S033,433,54,1,4
60,S034,337,23,6,6
60,S035,448,49,6,2
60,S036,303,21,2,7
60,S037,318,27,4,2
60,S038,394,49,6,10
60,S039,104,59,0,3
60,S040,169,38,15,3
60,S041,152,74,7,8
60,S042,366,27,0,9
60,S043,394,73,11,5
60,S044,466,25,10,1
60,S045,117,65,2,6
60,S046,129,30,8,6
60,S047,98,37,9,5
60,S048,95,30,0,9
60,S049,464,30,9,3
60,S050,327,55,10,6
61,S001,331,69,15,4
61,S002,243,34,0,8
61,S003,295,45,6,6
61,S004,281,65,13,0
61,S005,388,42,13,4
61,S006,133,35,6,3
61,S007,115,34,14,10
61,S008,411,78,4,8
61,S009,381,51,4,9
61,S010,241,64,12,1
61,S011,79,51,13,10
61,S012,373,41,8,3
61,S013,407,56,12,6
61,S014,313,29,13,7
61,S015,236,71,11,4
61,S016,432,40,6,10
61,S017,145,48,15,1
61,S018,279,53,7,1
61,S019,348,62,13,2
61,S020,417,60,4,2
61,S021,227,30,0,0
61,S022,116,44,7,9
61,S023,207,55,0,5
61,S024,281,69,5,10
61,S025,142,33,12,3
61,S026,111,46,2,3
61,S027,187,66,2,8
61,S028,85,46,15,10
61,S029,193,37,15,3
61,S030,246,64,15,1
61,S031,142,29,4,10
61,S032,378,31,15,4
61,S033,283,54,11,0
61,S034,403,35,1,10
61,S035,147,29,4,6
61,S036,118,46,12,3
61,S037,281,37,15,7
61,S038,250,28,6,8
61,S039,496,67,8,2
61,S040,470,59,7,8
61,S041,97,55,0,9
61,S042,286,65,15,7
61,S043,63,67,8,2
61,S044,216,55,4,2
61,S045,363,51,6,4
61,S046,351,42,9,5
61,S047,242,23,13,5
61,S048,198,69,9,7
61,S049,131,21,10,8
61,S050,149,59,1,7
62,S001,148,49,1,0
62,S002,261,71,9,7
62,S003,427,66,15,0
62,S004,474,55,5,2
62,S005,217,29,6,5
62,S006,256,51,6,0
62,S007,280,28,10,7
62,S008,313,40,3,5
62,S009,145,78,0,10
62,S010,170,65,15,3
62,S011,62,71,0,7
62,S012,251,26,5,4
62,S013,56,48,13,3
62,S014,133,69,12,3
62,S015,118,45,0,10
62,S016,271,64,8,2
62,S017,321,33,10,10
62,S018,500,40,3,4
62,S019,135,69,5,3
62,S020,101,23,11,4
62,S021,323,23,4,6
62,S022,265,53,4,1
62,S023,54,54,4,10
62,S024,67,36,8,4
62,S025,119,75,15,7
62,S026,51,22,5,5
62,S027,188,35,12,3
62,S028,178,41,8,0
62,S029,259,36,7,8
62,S030,199,65,9,0
62,S031,274,42,4,7
62,S032,211,70,0,7
62,S033,60,72,6,4
62,S034,87,38,14,7
62,S035,196,48,10,7
62,S036,472,32,4,3
62,S037,263,31,8,10
62,S038,289,75,6,10
62,S039,223,55,1,9
62,S040,221,40,2,1
62,S041,402,40,9,9
62,S042,308,70,8,2
62,S043,475,50,1,1
62,S044,72,78,0,10
62,S045,253,50,14,8
62,S046,261,45,2,5
62,S047,52,53,9,7
62,S048,354,54,10,5
62,S049,493,25,0,2
62,S050,121,51,1,1
63,S001,345,80,12,10
63,S002,340,59,4,0
63,S003,269,70,8,4
63,S004,424,68,9,3
63,S005,141,65,14,1
63,S006,55,30,3,1
63,S007,66,20,10,10
63,S008,315,70,7,6
63,S009,196,64,7,10
63,S010,123,22,2,4
63,S011,57,21,6,1
63,S012,53,68,11,3
63,S013,282,36,2,4
63,S014,130,57,7,6
63,S015,248,59,9,3
63,S016,134,39,7,10
63,S017,279,52,8,10
63,S018,372,26,9,10
63,S019,55,63,8,10
63,S020,170,26,13,8
63,S021,121,62,0,3
63,S022,373,67,15,3
63,S023,116,21,3,2
63,S024,252,49,10,6
63,S025,177,65,9,3
63,S026,367,57,6,3
63,S027,279,49,14,6
63,S028,57,33,13,5
63,S029,436,26,14,2
63,S030,493,42,13,8
63,S031,169,28,0,10
63,S032,70,36,8,10
63,S033,107,60,0,1
63,S034,241,63,5,2
63,S035,343,23,8,0
63,S036,179,22,14,5
63,S037,238,61,15,8
63,S038,349,78,6,5
63,S039,320,69,12,6
63,S040,314,59,1,5
63,S041,168,28,4,9
63,S042,277,64,9,4
63,S043,306,21,4,4
63,S044,124,28,6,4
63,S045,90,73,9,4
63,S046,318,28,2,7
63,S047,401,25,4,8
63,S048,317,66,7,5
63,S049,307,56,10,0
63,S050,198,20,15,4
64,S001,192,68,4,5
64,S002,375,36,12,4
64,S003,209,32,3,10
64,S004,218,59,5,10
64,S005,148,36,3,2
64,S006,196,42,0,10
64,S007,351,34,2,7
64,S008,331,78,11,8
64,S009,83,54,11,1
64,S010,80,78,1,8
64,S011,472,25,10,4
64,S012,66,74,2,4
64,S013,454,74,3,8
64,S014,473,65,6,5
64,S015,225,80,2,4
64,S016,239,56,11,9
64,S017,53,27,8,5
64,S018,83,67,0,1
64,S019,113,50,12,2
64,S020,366,28,12,10
64,S021,328,24,6,9
64,S022,312,30,0,1
64,S023,320,27,0,6
64,S024,220,71,3,9
64,S025,314,72,2,2
64,S026,146,23,7,7
64,S027,421,37,2,4
64,S028,427,61,14,2
64,S029,410,44,5,1
64,S030,91,20,1,7
64,S031,379,47,2,3
64,S032,210,71,0,5
64,S033,77,31,2,5
64,S034,410,61,12,9
64,S035,216,60,4,1
64,S036,129,71,11,10
64,S037,245,20,2,6
64,S038,441,47,14,4
64,S039,485,35,11,1
64,S040,140,64,0,9
64,S041,142,31,2,2
64,S042,410,51,12,3
64,S043,97,74,7,2
64,S044,385,48,3,2
64,S045,132,74,9,9
64,S046,375,20,6,4
64,S047,362,27,4,9
64,S048,353,39,4,9
64,S049,432,64,13,3
64,S050,191,68,14,6
65,S001,204,22,5,1
65,S002,492,58,1,10
65,S003,390,68,8,9
65,S004,209,67,8,5
65,S005,439,25,10,0
65,S006,292,38,3,7
65,S007,387,73,14,8
65,S008,152,44,1,10
65,S009,398,59,10,10
65,S010,306,27,7,7
65,S011,308,24,13,2
65,S012,329,79,6,8
65,S013,83,63,13,3
65,S014,349,20,4,3
65,S015,216,44,7,4
65,S016,214,68,11,3
65,S017,439,28,15,10
65,S018,478,21,13,7
65,S019,304,43,12,8
65,S020,324,24,2,4
65,S021,79,76,14,10
65,S022,213,34,2,8
65,S023,106,56,2,10
65,S024,328,64,13,2
65,S025,91,55,14,0
65,S026,51,32,6,7
65,S027,352,56,10,1
65,S028,299,25,3,2
65,S029,402,54,11,9
65,S030,230,64,5,5
65,S031,385,51,2,10
65,S032,401,71,14,4
65,S033,199,72,0,1
65,S034,451,80,14,4
65,S035,82,27,1,3
65,S036,196,28,15,9
65,S037,118,71,2,6
65,S038,144,48,13,6
65,S039,281,51,7,1
65,S040,68,66,10,9
65,S041,88,46,2,8
65,S042,387,57,7,1
65,S043,223,79,1,10
65,S044,325,60,13,8
65,S045,223,31,0,4
65,S046,402,60,11,9
65,S047,196,53,0,5
65,S048,379,79,7,3
65,S049,155,67,3,6
65,S050,295,56,15,5
66,S001,236,24,10,6
66,S002,138,55,4,0
66,S003,272,37,0,8
66,S004,319,36,5,3
66,S005,56,54,9,5
66,S006,261,56,8,6
66,S007,150,78,15,7
66,S008,383,67,13,2
66,S009,219,51,6,3
66,S010,311,75,3,6
66,S011,116,79,5,9
66,S012,241,50,2,3
66,S013,311,22,4,10
66,S014,254,59,12,2
66,S015,365,71,7,1
66,S016,86,67,9,2
66,S017,198,64,5,4
66,S018,184,31,5,3
66,S019,119,23,9,9
66,S020,372,28,13,6
66,S021,433,46,14,1
66,S022,280,66,7,7
66,S023,215,24,4,3
66,S024,133,71,4,0
66,S025,493,73,9,10
66,S026,307,78,2,5
66,S027,399,68,0,10
66,S028,107,36,13,7
66,S029,398,74,3,0
66,S030,156,27,13,6
66,S031,228,25,10,7
66,S032,380,64,7,6
66,S033,209,21,13,9
66,S034,492,36,9,3
66,S035,460,36,13,6
66,S036,494,33,2,4
66,S037,210,20,4,10
66,S038,165,40,15,6
66,S039,250,31,3,3
66,S040,211,55,6,3
66,S041,226,46,2,6
66,S042,192,39,6,0
66,S043,146,41,8,10
66,S044,150,29,15,1
66,S045,120,61,4,2
66,S046,177,42,7,4
66,S047,54,32,12,7
66,S048,99,56,2,8
66,S049,133,70,1,1
66,S050,302,69,15,10
67,S001,272,75,3,0
67,S002,140,74,6,9
67,S003,433,21,3,8
67,S004,224,74,5,3
67,S005,94,31,13,0
67,S006,202,51,7,10
67,S007,436,45,6,3
67,S008,358,58,6,8
67,S009,453,20,6,10
67,S010,446,30,11,3
67,S011,225,46,8,10
67,S012,424,41,9,7
67,S013,178,59,2,10
67,S014,445,33,12,8
67,S015,415,46,5,1
67,S016,236,50,10,10
67,S017,74,63,8,5
67,S018,364,63,7,5
67,S019,349,39,8,4
67,S020,83,32,1,5
67,S021,443,25,15,3
67,S022,188,59,14,2
67,S023,185,24,12,2
67,S024,332,58,9,10
67,S025,270,78,1,4
67,S026,91,58,4,7
67,S027,445,39,7,0
67,S028,499,80,10,10
67,S029,147,56,15,6
67,S030,238,59,1,0
67,S031,108,55,5,10
67,S032,144,20,14,6
67,S033,357,31,1,9
67,S034,241,26,8,10
67,S035,288,20,15,7
67,S036,342,66,12,0
67,S037,373,26,5,9
67,S038,302,20,15,10
67,S039,427,42,1,6
67,S040,287,65,12,1
67,S041,377,63,7,0
67,S042,74,64,13,4
67,S043,147,39,11,8
67,S044,490,63,3,5
67,S045,87,61,1,10
67,S046,294,23,1,6
67,S047,275,31,3,8
67,S048,475,50,4,9
67,S049,329,54,2,3
67,S050,214,48,10,8
68,S001,289,36,5,4
68,S002,225,51,12,0
68,S003,491,53,4,1
68,S004,365,35,12,5
68,S005,116,21,13,4
68,S006,63,64,2,4
68,S007,55,80,11,10
68,S008,295,25,12,2
68,S009,93,70,8,10
68,S010,238,28,12,9
68,S011,108,76,7,1
68,S012,171,73,4,2
68,S013,308,37,2,1
68,S014,65,61,2,9
68,S015,227,26,7,2
68,S016,131,78,1,5
68,S017,492,30,14,3
68,S018,73,35,5,9
68,S019,208,77,7,3
68,S020,84,31,13,0
68,S021,122,48,6,1
68,S022,270,73,6,9
68,S023,171,28,15,9
68,S024,452,25,10,6
68,S025,443,80,10,0
68,S026,147,25,7,3
68,S027,386,56,1,1
68,S028,359,54,4,5
68,S029,341,51,2,9
68,S030,470,43,13,1
68,S031,105,75,12,0
68,S032,420,22,15,2
68,S033,147,43,1,6
68,S034,431,28,7,0
68,S035,286,63,4,3
68,S036,496,36,5,7
68,S037,415,57,10,8
68,S038,418,38,13,7
68,S039,113,35,13,4
68,S040,346,66,12,7
68,S041,321,43,14,8
68,S042,480,24,8,6
68,S043,491,36,15,4
68,S044,230,65,5,10
68,S045,142,43,1,6
68,S046,192,33,7,6
68,S047,348,71,10,8
68,S048,59,61,1,4
68,S049,460,56,8,4
68,S050,202,60,10,5
69,S001,80,50,5,7
69,S002,404,51,1,0
69,S003,193,45,2,3
69,S004,139,65,0,3
69,S005,80,69,6,3
69,S006,490,70,3,10
69,S007,174,61,14,7
69,S008,253,23,15,1
69,S009,208,62,4,9
69,S010,92,27,1,3
69,S011,425,20,8,10
69,S012,222,30,9,6
69,S013,52,57,11,10
69,S014,261,80,13,4
69,S015,231,75,10,10
69,S016,322,23,13,7
69,S017,319,20,13,10
69,S018,476,33,2,6
69,S019,278,52,15,6
69,S020,487,59,11,9
69,S021,396,59,9,0
69,S022,89,53,11,9
69,S023,147,22,3,9
69,S024,53,60,3,9
69,S025,414,77,7,4
69,S026,333,45,7,4
69,S027,446,20,14,0
69,S028,84,70,7,7
69,S029,52,56,0,5
69,S030,95,34,3,5
69,S031,150,23,10,1
69,S032,210,77,3,5
69,S033,430,72,3,3
69,S034,107,45,7,3
69,S035,405,50,12,8
69,S036,377,49,15,2
69,S037,319,44,1,7
69,S038,70,38,10,3
69,S039,429,73,15,10
69,S040,389,46,10,3
69,S041,92,65,8,6
69,S042,69,63,3,7
69,S043,213,74,11,6
69,S044,281,61,15,9
69,S045,162,48,14,6
69,S046,410,52,12,2
69,S047,347,75,5,5
69,S048,350,42,13,1
69,S049,55,27,9,9
69,S050,245,48,4,2
70,S001,224,45,3,3
70,S002,407,65,0,7
