SaleID,CustomerID,ProductID,EmployeeID,StoreID,Date,Quantity,Price,Discount,Revenue,Profit,PaymentMode
SALE11378,9589,113,EMP030,S036,2025-12-26,5,47984,0,239920.0,97772.26,Cash
SALE11379,5151,116,EMP151,S002,2024-10-31,5,8014,0,40070.0,15081.59,UPI
SALE11380,1576,178,EMP043,S022,2024-10-19,2,4125,5,7837.5,2278.39,Debit Card
SALE11381,9921,133,EMP151,S036,2026-03-31,1,43398,15,36888.3,16168.56,Net Banking
SALE11382,4057,166,EMP271,S007,2026-05-17,1,26770,15,22754.5,6291.43,Cash
SALE11383,6052,79,EMP073,S027,2024-11-28,1,49331,10,44397.9,9910.44,Debit Card
SALE11384,9395,87,EMP264,S001,2024-12-07,5,31938,0,159690.0,49218.47,Cash
SALE11385,1962,72,EMP129,S013,2025-03-13,2,23158,15,39368.6,17508.4,Debit Card
SALE11386,5365,159,EMP035,S036,2025-05-30,4,46312,20,148198.4,57327.82,Credit Card
SALE11387,9331,124,EMP021,S047,2026-04-13,5,48814,20,195256.0,42622.58,Credit Card
SALE11388,2025,71,EMP192,S045,2025-04-02,3,16780,20,40272.0,10528.62,Credit Card
SALE11389,3338,196,EMP034,S023,2026-03-29,5,37358,20,149432.0,58657.48,Cash
SALE11390,4228,194,EMP295,S032,2025-02-04,4,24904,20,79692.8,30884.97,UPI
SALE11391,1145,77,EMP070,S031,2025-05-16,3,9689,5,27613.65,10984.62,UPI
SALE11392,7196,10,EMP245,S038,2025-05-13,5,16419,5,77990.25,25440.33,Credit Card
SALE11393,1134,47,EMP239,S023,2026-01-23,2,17474,0,34948.0,10745.19,UPI
SALE11394,9862,139,EMP010,S017,2025-08-14,4,5532,20,17702.4,5050.53,UPI
SALE11395,5656,77,EMP115,S027,2024-09-19,2,23503,10,42305.4,17916.52,Cash
SALE11396,6381,189,EMP272,S012,2026-01-22,5,1874,20,7496.0,3264.63,Credit Card
SALE11397,3345,119,EMP166,S050,2025-10-16,2,10560,10,19008.0,7767.81,Credit Card
SALE11398,8801,124,EMP156,S025,2025-12-08,3,36130,0,108390.0,31160.8,UPI
SALE11399,2468,23,EMP228,S005,2026-01-04,4,10996,15,37386.4,9409.34,UPI
SALE11400,863,26,EMP282,S021,2025-03-02,1,43850,15,37272.5,8313.5,Credit Card
SALE11401,8157,32,EMP142,S029,2025-07-01,5,6346,15,26970.5,6922.51,Debit Card
SALE11402,7025,200,EMP176,S031,2025-06-05,4,15209,20,48668.8,12407.56,UPI
SALE11403,7785,25,EMP225,S041,2025-01-09,2,1367,10,2460.6,574.19,Credit Card
SALE11404,8011,176,EMP248,S038,2025-06-07,3,27086,10,73132.2,22132.23,UPI
SALE11405,7660,123,EMP272,S033,2024-12-05,1,36387,5,34567.65,14418.92,Debit Card
SALE11406,204,105,EMP202,S035,2025-03-10,3,26862,10,72527.4,16523.26,UPI
SALE11407,4386,88,EMP155,S018,2025-01-20,1,27734,15,23573.9,8815.43,Debit Card
SALE11408,9123,73,EMP020,S050,2024-08-17,4,11218,0,44872.0,12219.92,Debit Card
SALE11409,8542,92,EMP146,S026,2026-05-04,3,23591,5,67234.35,18774.48,Cash
SALE11410,5455,32,EMP102,S033,2024-11-07,1,45708,15,38851.8,17439.47,Net Banking
SALE11411,8150,120,EMP192,S019,2025-02-03,5,12919,5,61365.25,13060.74,Cash
SALE11412,8807,1,EMP041,S046,2024-12-16,4,24386,15,82912.4,17946.2,UPI
SALE11413,109,170,EMP037,S023,2025-11-04,5,31776,0,158880.0,36138.25,Cash
SALE11414,6376,4,EMP087,S048,2026-06-06,2,5934,5,11274.6,2707.91,Debit Card
SALE11415,4779,102,EMP122,S041,2026-04-14,2,37094,20,59350.4,14332.12,UPI
SALE11416,7683,60,EMP295,S005,2026-04-23,4,16346,10,58845.6,21871.42,UPI
SALE11417,9216,69,EMP163,S017,2025-04-12,5,14717,15,62547.25,14093.26,Net Banking
SALE11418,2644,183,EMP211,S008,2026-03-13,3,7079,5,20175.15,8348.16,Credit Card
SALE11419,1153,186,EMP266,S033,2024-10-17,2,19462,15,33085.4,12315.23,Debit Card
SALE11420,9922,64,EMP016,S021,2025-10-29,3,8954,5,25518.9,5503.55,Cash
SALE11421,4838,2,EMP020,S022,2025-03-20,1,48625,0,48625.0,19560.22,Cash
SALE11422,6330,113,EMP047,S007,2024-10-19,3,46516,10,125593.2,42350.13,Debit Card
SALE11423,294,44,EMP186,S047,2025-01-02,4,32255,5,122569.0,48110.49,Credit Card
SALE11424,1098,127,EMP200,S032,2025-02-21,2,39233,0,78466.0,20571.72,Net Banking
SALE11425,287,35,EMP118,S036,2026-04-25,3,48477,20,116344.8,42501.67,Cash
SALE11426,9477,125,EMP044,S036,2025-11-02,4,46266,15,157304.4,63380.39,Net Banking
SALE11427,265,93,EMP112,S017,2026-02-26,2,6066,10,10918.8,4534.16,UPI
SALE11428,6276,25,EMP282,S036,2025-02-14,2,28143,5,53471.7,20967.6,UPI
SALE11429,552,183,EMP005,S019,2025-02-06,5,40852,15,173621.0,40260.15,Net Banking
SALE11430,4574,112,EMP064,S016,2025-06-08,1,31161,10,28044.9,7428.25,Cash
SALE11431,6633,53,EMP251,S010,2025-07-07,5,3615,0,18075.0,6291.33,Net Banking
SALE11432,1394,5,EMP040,S015,2025-05-12,5,35458,15,150696.5,61105.22,Credit Card
SALE11433,2313,8,EMP061,S020,2024-10-06,1,27310,0,27310.0,8227.93,Net Banking
SALE11434,2597,94,EMP247,S013,2025-01-11,2,31808,5,60435.2,23431.58,Credit Card
SALE11435,7572,198,EMP144,S019,2025-02-15,1,11719,15,9961.15,3429.49,Net Banking
SALE11436,6795,132,EMP150,S013,2025-10-24,1,33512,15,28485.2,8949.75,UPI
SALE11437,3906,186,EMP003,S025,2025-08-09,2,4738,0,9476.0,2472.12,UPI
SALE11438,1312,73,EMP057,S042,2026-01-26,4,19061,0,76244.0,17807.03,UPI
SALE11439,7926,77,EMP120,S021,2025-02-02,2,43678,5,82988.2,36000.61,Debit Card
SALE11440,247,134,EMP106,S032,2026-06-24,5,39051,15,165966.75,65289.63,Cash
SALE11441,5087,82,EMP077,S014,2025-05-30,1,20202,20,16161.6,5688.79,Net Banking
SALE11442,6188,80,EMP028,S044,2024-07-19,4,47672,5,181153.6,47388.85,Debit Card
SALE11443,2633,192,EMP080,S010,2025-10-04,4,4830,20,15456.0,5246.53,Net Banking
SALE11444,5908,27,EMP008,S023,2025-07-15,2,9696,20,15513.6,6079.03,Net Banking
SALE11445,8573,186,EMP086,S028,2025-02-22,1,25877,10,23289.3,8418.64,Debit Card
SALE11446,8957,130,EMP081,S031,2024-11-16,5,7679,15,32635.75,12350.35,Net Banking
SALE11447,2922,196,EMP178,S011,2024-10-19,4,5941,20,19011.2,4598.1,Net Banking
SALE11448,7028,31,EMP138,S005,2025-01-09,5,7448,20,29792.0,7738.06,Debit Card
SALE11449,2277,35,EMP081,S001,2025-06-22,1,43869,0,43869.0,10115.16,Net Banking
SALE11450,1595,53,EMP284,S010,2024-09-17,3,46600,0,139800.0,49012.37,UPI
SALE11451,3352,143,EMP161,S040,2026-02-14,1,31015,20,24812.0,9065.75,Net Banking
SALE11452,6865,110,EMP009,S049,2026-05-04,5,48432,15,205836.0,85168.14,Debit Card
SALE11453,3274,8,EMP183,S034,2026-02-27,4,25039,0,100156.0,20966.21,Credit Card
SALE11454,3530,66,EMP038,S012,2024-09-24,1,1077,20,861.6,328.61,Credit Card
SALE11455,8765,36,EMP293,S010,2025-09-05,1,32229,5,30617.55,8211.43,Debit Card
SALE11456,201,8,EMP161,S010,2024-07-07,4,11444,15,38909.6,8977.94,Debit Card
SALE11457,9817,172,EMP116,S046,2025-12-03,3,42120,20,101088.0,30507.4,Net Banking
SALE11458,9668,151,EMP236,S032,2024-08-06,3,11437,10,30879.9,10565.13,Cash
SALE11459,4494,129,EMP274,S010,2025-04-29,5,30783,5,146219.25,60464.21,Debit Card
SALE11460,9191,183,EMP228,S022,2024-10-19,2,49242,5,93559.8,25258.84,Debit Card
SALE11461,4622,101,EMP197,S021,2026-02-13,5,41852,5,198797.0,73886.84,Credit Card
SALE11462,6658,191,EMP113,S020,2026-03-28,4,14705,20,47056.0,19199.39,UPI
SALE11463,2789,127,EMP116,S036,2025-05-14,3,28818,5,82131.3,34569.65,Net Banking
SALE11464,1937,90,EMP076,S014,2026-03-09,4,6143,10,22114.8,5985.27,Cash
SALE11465,3113,9,EMP115,S008,2026-04-17,5,44050,10,198225.0,53260.52,Net Banking
SALE11466,9194,53,EMP023,S003,2024-09-10,3,39332,0,117996.0,45779.69,Net Banking
SALE11467,8555,150,EMP190,S007,2025-05-31,4,21131,0,84524.0,17429.98,Net Banking
SALE11468,1028,86,EMP222,S041,2024-10-02,4,21975,0,87900.0,19718.98,Debit Card
SALE11469,5261,142,EMP186,S045,2024-07-25,1,31319,0,31319.0,9432.48,UPI
SALE11470,3520,106,EMP293,S027,2025-06-14,1,14817,0,14817.0,6649.13,Net Banking
SALE11471,3589,105,EMP020,S038,2025-08-20,3,29987,15,76466.85,20915.67,UPI
SALE11472,5304,80,EMP048,S003,2024-12-11,2,30330,5,57627.0,24139.89,Debit Card
SALE11473,4387,156,EMP149,S026,2024-08-13,2,18051,0,36102.0,14633.64,Credit Card
SALE11474,7681,158,EMP195,S033,2024-12-21,4,18396,0,73584.0,32756.03,Credit Card
SALE11475,5322,125,EMP159,S035,2026-01-17,3,4244,0,12732.0,3432.48,Cash
SALE11476,9979,150,EMP079,S038,2025-04-15,3,21212,20,50908.8,19527.79,Credit Card
SALE11477,6908,33,EMP284,S024,2026-03-19,5,26570,20,106280.0,23344.08,Net Banking
SALE11478,5438,106,EMP104,S023,2026-02-26,2,33689,10,60640.2,18679.27,Cash
SALE11479,8185,53,EMP255,S024,2026-06-28,5,17129,15,72798.25,19196.68,Cash
SALE11480,2704,12,EMP147,S038,2024-11-07,5,24527,0,122635.0,28695.11,Debit Card
SALE11481,1875,136,EMP059,S031,2025-07-02,2,34916,20,55865.6,23308.64,Credit Card
SALE11482,8456,27,EMP183,S044,2024-07-10,3,25813,10,69695.1,28439.99,Credit Card
SALE11483,4803,89,EMP069,S032,2026-01-06,1,43717,5,41531.15,15010.68,UPI
SALE11484,3657,62,EMP063,S006,2024-08-26,1,13307,20,10645.6,2466.17,UPI
SALE11485,4023,125,EMP172,S044,2025-04-21,1,4145,15,3523.25,1243.78,Net Banking
SALE11486,8,198,EMP059,S043,2025-01-18,4,37319,20,119420.8,45190.42,Net Banking
SALE11487,1441,54,EMP275,S038,2025-12-07,2,11026,20,17641.6,3869.56,Debit Card
SALE11488,2588,83,EMP142,S001,2024-07-09,4,609,0,2436.0,745.99,UPI
SALE11489,6279,1,EMP063,S014,2026-05-24,4,24373,20,77993.6,23230.46,UPI
SALE11490,4826,174,EMP084,S004,2024-12-04,1,46535,10,41881.5,14195.18,UPI
SALE11491,3200,43,EMP112,S049,2025-03-31,4,8652,20,27686.4,8560.48,Credit Card
SALE11492,3809,69,EMP202,S001,2025-03-25,1,27722,15,23563.7,10381.86,Credit Card
SALE11493,9617,66,EMP102,S017,2024-10-30,5,45236,10,203562.0,57815.12,UPI
SALE11494,2988,69,EMP268,S033,2024-12-06,5,15776,0,78880.0,22858.74,Cash
SALE11495,7604,13,EMP230,S010,2025-08-20,3,4838,15,12336.9,3554.09,UPI
SALE11496,6057,41,EMP084,S031,2025-01-02,4,35871,20,114787.2,47766.83,Cash
SALE11497,8502,6,EMP230,S034,2026-03-02,4,41669,20,133340.8,50865.88,Net Banking
SALE11498,2781,170,EMP132,S008,2024-12-06,5,33413,5,158711.75,36441.89,Net Banking
SALE11499,3164,153,EMP172,S043,2025-07-28,3,1755,10,4738.5,1385.08,Net Banking
SALE11500,9827,19,EMP147,S007,2026-05-25,4,26267,5,99814.6,27589.48,Cash
SALE11501,4814,102,EMP066,S008,2026-04-10,2,26358,5,50080.2,17208.14,UPI
SALE11502,5445,122,EMP228,S039,2025-06-17,3,40846,20,98030.4,39320.75,Net Banking
SALE11503,7288,156,EMP260,S016,2025-02-03,5,19328,10,86976.0,24615.19,Debit Card
SALE11504,9248,188,EMP148,S049,2024-07-15,2,27591,20,44145.6,14938.75,Credit Card
SALE11505,6209,31,EMP240,S020,2024-09-11,4,27081,0,108324.0,26844.83,UPI
SALE11506,6931,94,EMP052,S025,2024-11-11,4,7524,5,28591.2,8813.4,UPI
SALE11507,6535,8,EMP246,S014,2025-10-24,4,39826,10,143373.6,51657.71,Cash
SALE11508,9343,46,EMP283,S042,2025-08-09,3,24813,15,63273.15,22481.67,UPI
SALE11509,1364,172,EMP149,S004,2024-09-03,2,979,15,1664.3,380.93,Debit Card
SALE11510,9226,193,EMP200,S037,2025-08-20,1,9667,0,9667.0,3026.13,Cash
SALE11511,7595,37,EMP010,S001,2026-04-30,5,8124,10,36558.0,7869.83,Debit Card
SALE11512,2379,13,EMP027,S001,2024-11-12,2,41747,0,83494.0,25264.0,Cash
SALE11513,618,9,EMP069,S001,2024-10-18,2,13257,15,22536.9,8802.89,Cash
SALE11514,7692,14,EMP053,S046,2025-12-08,2,10122,15,17207.4,6820.5,Cash
SALE11515,9839,165,EMP139,S047,2026-03-04,2,26196,0,52392.0,20157.38,Cash
SALE11516,4633,24,EMP180,S027,2025-06-21,4,6268,15,21311.2,9440.85,UPI
SALE11517,3196,10,EMP006,S034,2025-11-23,1,40957,0,40957.0,14057.99,UPI
SALE11518,2818,50,EMP070,S033,2024-10-19,2,29582,20,47331.2,19840.03,Debit Card
SALE11519,9849,45,EMP120,S003,2026-06-19,1,43464,15,36944.4,14971.13,Net Banking
SALE11520,7510,9,EMP256,S006,2025-10-12,1,38072,0,38072.0,17005.18,Credit Card
SALE11521,7367,167,EMP006,S017,2025-08-05,2,28084,10,50551.2,11028.56,Debit Card
SALE11522,4705,127,EMP226,S047,2025-11-04,4,17611,5,66921.8,22945.3,UPI
SALE11523,4703,116,EMP288,S038,2026-02-28,1,25465,0,25465.0,10086.14,Cash
SALE11524,1475,53,EMP200,S007,2024-09-28,1,31716,15,26958.6,6019.68,Credit Card
SALE11525,1323,186,EMP025,S036,2025-03-07,2,29429,0,58858.0,12771.47,Net Banking
SALE11526,2109,163,EMP126,S028,2026-04-09,4,22868,10,82324.8,27407.5,Credit Card
SALE11527,1114,150,EMP138,S035,2025-09-11,2,42825,20,68520.0,21996.77,UPI
SALE11528,5251,196,EMP207,S048,2024-12-17,1,22582,10,20323.8,4313.2,UPI
SALE11529,6827,77,EMP202,S044,2025-06-10,1,34077,20,27261.6,6520.79,UPI
SALE11530,6433,3,EMP264,S025,2026-05-28,2,35809,20,57294.4,23267.21,Debit Card
SALE11531,7611,88,EMP257,S039,2025-11-19,5,6378,20,25512.0,9696.93,Net Banking
SALE11532,1068,175,EMP235,S031,2025-05-08,4,12318,5,46808.4,18548.58,Debit Card
SALE11533,289,194,EMP096,S022,2025-07-21,2,5691,20,9105.6,2076.91,Credit Card
SALE11534,7540,193,EMP112,S047,2024-10-22,4,3385,0,13540.0,5118.36,Debit Card
SALE11535,523,198,EMP274,S020,2024-10-23,2,8124,0,16248.0,5686.91,Debit Card
SALE11536,5758,197,EMP238,S035,2024-11-07,1,45446,15,38629.1,12008.48,Credit Card
SALE11537,3453,52,EMP225,S032,2024-10-20,1,21057,15,17898.45,4638.06,Net Banking
SALE11538,8599,140,EMP194,S021,2024-09-30,4,47650,10,171540.0,39964.45,Cash
SALE11539,5653,135,EMP203,S006,2024-12-22,4,44986,20,143955.2,55419.67,Debit Card
SALE11540,1916,27,EMP107,S039,2026-01-27,2,3603,0,7206.0,2046.08,Debit Card
SALE11541,7818,26,EMP022,S032,2025-07-10,1,38630,20,30904.0,10515.14,Net Banking
SALE11542,5712,107,EMP287,S045,2025-05-07,4,8720,20,27904.0,7403.81,Net Banking
SALE11543,5371,115,EMP250,S033,2024-09-18,4,42912,0,171648.0,44775.32,Credit Card
SALE11544,5132,66,EMP292,S048,2025-09-03,3,18593,0,55779.0,15063.07,Net Banking
SALE11545,7713,126,EMP055,S045,2026-03-23,5,13062,0,65310.0,22051.98,Net Banking
SALE11546,8710,144,EMP007,S015,2025-06-05,1,35533,10,31979.7,11626.46,Net Banking
SALE11547,3133,169,EMP122,S050,2024-09-16,1,25045,15,21288.25,9109.84,Net Banking
SALE11548,2215,3,EMP254,S005,2024-09-15,4,10516,5,39960.8,17905.02,Debit Card
SALE11549,3495,138,EMP209,S005,2025-04-19,5,7037,20,28148.0,9587.25,Cash
SALE11550,399,127,EMP286,S036,2026-04-12,5,25711,10,115699.5,30609.9,Net Banking
SALE11551,5653,131,EMP128,S011,2025-02-12,3,12268,15,31283.4,7991.89,Cash
SALE11552,6530,47,EMP064,S007,2026-01-11,2,44110,15,74987.0,31733.99,Cash
SALE11553,4966,82,EMP204,S016,2026-04-02,3,35469,5,101086.65,44253.14,Debit Card
SALE11554,1286,106,EMP216,S028,2025-09-15,1,5816,15,4943.6,1175.16,Debit Card
SALE11555,6127,51,EMP152,S026,2025-04-28,2,9442,5,17939.8,4284.69,Debit Card
SALE11556,4124,112,EMP127,S028,2024-07-05,4,477,5,1812.6,446.28,Credit Card
SALE11557,5243,59,EMP225,S035,2024-12-24,2,15989,0,31978.0,13435.18,Cash
SALE11558,6018,117,EMP201,S005,2025-02-01,3,28445,0,85335.0,20190.66,UPI
SALE11559,2608,82,EMP069,S020,2026-04-14,1,21498,0,21498.0,8700.53,Net Banking
SALE11560,1910,43,EMP048,S039,2025-03-26,5,45850,20,183400.0,45428.96,Cash
SALE11561,3666,123,EMP250,S048,2024-09-09,2,5229,5,9935.1,4180.41,Credit Card
SALE11562,3442,196,EMP261,S005,2025-02-25,4,31486,5,119646.8,37254.16,Net Banking
SALE11563,7237,58,EMP056,S044,2025-12-02,5,20354,15,86504.5,23322.68,Cash
SALE11564,548,125,EMP015,S046,2025-11-21,5,44682,0,223410.0,91225.54,UPI
SALE11565,9167,183,EMP033,S041,2024-11-29,5,11804,5,56069.0,21457.03,Credit Card
SALE11566,2499,174,EMP270,S002,2026-07-01,3,24738,20,59371.2,19185.95,Credit Card
SALE11567,4217,57,EMP146,S022,2025-04-02,2,24715,15,42015.5,18889.94,Net Banking
SALE11568,6302,39,EMP083,S023,2024-09-27,4,27549,10,99176.4,36342.57,Credit Card
SALE11569,5952,148,EMP261,S030,2026-01-31,3,5552,0,16656.0,5637.38,Cash
SALE11570,7505,68,EMP238,S028,2026-02-09,1,43419,10,39077.1,8425.56,Cash
SALE11571,2816,25,EMP226,S016,2026-03-28,3,613,0,1839.0,389.08,Cash
SALE11572,6808,142,EMP225,S016,2024-10-12,5,49049,15,208458.25,52296.86,Credit Card
SALE11573,9739,36,EMP143,S037,2024-11-11,5,9653,20,38612.0,12525.38,Debit Card
SALE11574,177,8,EMP247,S043,2025-05-24,1,1798,10,1618.2,442.7,UPI
SALE11575,7258,64,EMP180,S020,2025-01-16,4,39337,0,157348.0,33128.2,Cash
SALE11576,4208,64,EMP250,S003,2025-01-21,3,45754,15,116672.7,47588.72,UPI
SALE11577,7740,13,EMP190,S003,2025-10-06,5,30837,20,123348.0,40069.28,Credit Card
SALE11578,2304,107,EMP129,S030,2025-04-30,3,27654,0,82962.0,35795.83,UPI
SALE11579,9308,163,EMP105,S013,2025-03-20,3,37678,10,101730.6,23927.19,Credit Card
SALE11580,4454,173,EMP235,S030,2025-08-28,4,10024,0,40096.0,10343.7,Net Banking
SALE11581,8870,188,EMP278,S045,2024-08-21,3,5670,20,13608.0,5125.11,UPI
SALE11582,9912,171,EMP233,S023,2025-02-04,1,6478,20,5182.4,2296.71,Debit Card
SALE11583,6366,145,EMP208,S048,2024-10-12,5,40715,5,193396.25,58884.08,UPI
SALE11584,4472,121,EMP023,S044,2024-07-19,1,10714,0,10714.0,4035.52,Net Banking
SALE11585,812,135,EMP040,S029,2024-07-14,1,45594,20,36475.2,15421.75,Net Banking
SALE11586,2133,180,EMP036,S044,2025-09-19,1,2040,5,1938.0,636.99,Cash
SALE11587,2970,117,EMP205,S020,2025-01-05,3,26924,20,64617.6,21497.83,Net Banking
SALE11588,4860,139,EMP214,S031,2025-04-13,1,10731,15,9121.35,3502.5,Credit Card
SALE11589,6936,110,EMP016,S049,2024-12-10,1,1264,5,1200.8,298.98,UPI
SALE11590,1479,195,EMP106,S036,2025-12-21,1,32793,10,29513.7,8979.9,Credit Card
SALE11591,9324,50,EMP016,S014,2025-08-13,5,45385,15,192886.25,41645.2,Net Banking
SALE11592,6583,135,EMP194,S009,2025-05-03,1,15538,5,14761.1,5604.39,Debit Card
SALE11593,9558,161,EMP152,S005,2025-05-14,2,404,10,727.2,235.17,Cash
SALE11594,2840,58,EMP134,S036,2026-03-08,2,30895,5,58700.5,19793.94,UPI
SALE11595,3319,124,EMP225,S047,2024-09-29,4,27216,20,87091.2,22255.89,Credit Card
SALE11596,9963,168,EMP213,S029,2025-11-19,4,19196,5,72944.8,17577.47,Credit Card
SALE11597,3,162,EMP190,S028,2025-04-14,1,34895,10,31405.5,13365.99,UPI
SALE11598,9009,152,EMP019,S023,2026-03-16,1,1281,15,1088.85,418.23,UPI
SALE11599,2574,180,EMP015,S040,2024-12-14,1,20966,10,18869.4,8336.25,Net Banking
SALE11600,84,74,EMP004,S030,2025-05-20,4,28588,20,91481.6,27733.08,Credit Card
SALE11601,7474,148,EMP270,S046,2024-08-06,4,31862,20,101958.4,27174.51,Net Banking
SALE11602,4247,65,EMP213,S010,2025-04-06,2,15885,15,27004.5,8076.83,UPI
SALE11603,5283,89,EMP239,S006,2024-10-05,4,10509,0,42036.0,18191.32,Debit Card
SALE11604,2219,192,EMP145,S041,2026-04-10,4,1626,0,6504.0,2341.31,Cash
SALE11605,1207,107,EMP297,S037,2025-04-17,4,6056,5,23012.8,5702.9,Credit Card
SALE11606,7499,110,EMP151,S043,2024-07-17,3,32147,10,86796.9,28890.75,Net Banking
SALE11607,4959,30,EMP276,S038,2025-01-24,2,19196,10,34552.8,10841.02,Debit Card
SALE11608,6506,109,EMP024,S005,2024-09-19,3,9026,15,23016.3,5829.08,Debit Card
SALE11609,9483,53,EMP277,S037,2025-11-29,2,44524,5,84595.6,25497.06,Cash
SALE11610,642,10,EMP097,S033,2024-08-17,4,32913,0,131652.0,38197.83,Cash
SALE11611,7513,52,EMP011,S007,2025-06-10,1,24202,20,19361.6,7541.08,Cash
SALE11612,3228,51,EMP027,S044,2025-06-18,1,28647,20,22917.6,10062.71,Net Banking
SALE11613,7878,61,EMP114,S037,2024-12-06,4,31772,15,108024.8,27351.01,Credit Card
SALE11614,678,182,EMP164,S040,2026-03-11,5,5953,10,26788.5,7216.34,Net Banking
SALE11615,9326,96,EMP263,S014,2024-12-27,2,27010,5,51319.0,18692.03,Debit Card
SALE11616,7790,187,EMP200,S022,2026-03-14,4,4934,0,19736.0,8346.93,Cash
SALE11617,3400,27,EMP009,S013,2025-08-11,4,48050,5,182590.0,81203.45,Net Banking
SALE11618,2006,32,EMP052,S018,2025-01-08,3,43350,0,130050.0,43643.35,Credit Card
SALE11619,8715,47,EMP202,S029,2024-12-13,1,12678,15,10776.3,3385.06,Credit Card
SALE11620,1998,13,EMP038,S018,2024-12-18,4,17934,15,60975.6,17699.89,UPI
SALE11621,4725,154,EMP235,S024,2025-10-16,2,18670,15,31739.0,6510.04,Cash
SALE11622,7,150,EMP282,S025,2026-05-30,5,14502,10,65259.0,14938.01,Net Banking
SALE11623,7605,120,EMP255,S028,2024-09-26,2,3144,20,5030.4,1724.95,UPI
SALE11624,2732,9,EMP255,S005,2025-02-27,1,11241,0,11241.0,4738.32,Net Banking
SALE11625,6714,195,EMP157,S050,2025-07-08,2,17090,0,34180.0,12296.32,Debit Card
SALE11626,9012,183,EMP144,S033,2025-12-16,3,16598,10,44814.6,11179.51,Net Banking
SALE11627,7886,188,EMP053,S007,2026-02-28,2,4847,20,7755.2,2125.78,Net Banking
SALE11628,9737,12,EMP239,S015,2024-09-30,5,27980,10,125910.0,28937.17,Debit Card
SALE11629,9759,42,EMP239,S019,2025-09-03,3,38871,0,116613.0,46415.14,Credit Card
SALE11630,7471,32,EMP242,S032,2025-11-01,5,12653,5,60101.75,21533.97,Credit Card
SALE11631,542,88,EMP251,S002,2026-05-02,2,17208,20,27532.8,10332.83,Net Banking
SALE11632,5538,142,EMP041,S015,2025-11-20,5,16224,15,68952.0,17419.83,Cash
SALE11633,6896,108,EMP057,S018,2024-09-07,5,35576,10,160092.0,62207.33,Cash
SALE11634,8703,179,EMP033,S032,2025-08-13,3,31890,15,81319.5,25004.48,Debit Card
SALE11635,6037,75,EMP078,S044,2026-03-27,2,26538,20,42460.8,10372.67,Cash
SALE11636,2808,197,EMP087,S010,2025-02-24,2,45187,0,90374.0,24741.56,Credit Card
SALE11637,7100,118,EMP126,S037,2026-06-15,2,31877,5,60566.3,14537.99,Debit Card
SALE11638,7476,115,EMP052,S043,2025-06-22,1,40660,10,36594.0,13132.54,Net Banking
SALE11639,9919,58,EMP083,S022,2025-03-25,3,16561,15,42230.55,15532.54,Debit Card
SALE11640,7095,68,EMP230,S028,2024-12-02,3,48701,5,138797.85,28467.03,UPI
SALE11641,5254,106,EMP032,S024,2026-02-22,2,37230,15,63291.0,26307.14,Net Banking
SALE11642,3956,60,EMP074,S020,2025-08-23,5,14443,5,68604.25,20298.0,UPI
SALE11643,8398,35,EMP049,S027,2025-10-12,2,40334,10,72601.2,23842.2,Net Banking
SALE11644,2360,76,EMP054,S001,2024-12-07,1,42670,5,40536.5,10463.59,Credit Card
SALE11645,8210,33,EMP077,S044,2026-05-28,4,37138,10,133696.8,40875.77,UPI
SALE11646,1011,119,EMP158,S049,2026-05-07,1,29522,15,25093.7,5204.52,Credit Card
SALE11647,5070,28,EMP127,S030,2025-03-05,5,8004,5,38019.0,11173.66,UPI
SALE11648,1755,119,EMP196,S007,2025-04-15,4,41775,10,150390.0,47939.65,Net Banking
SALE11649,6514,68,EMP080,S007,2026-04-30,4,15671,5,59549.8,25796.25,Credit Card
SALE11650,6282,80,EMP183,S012,2026-03-08,2,1880,20,3008.0,611.15,Credit Card
SALE11651,2294,27,EMP134,S005,2025-12-31,2,12601,5,23941.9,7751.5,Credit Card
SALE11652,737,127,EMP217,S012,2024-10-03,5,17345,0,86725.0,18506.16,UPI
SALE11653,7000,98,EMP076,S020,2025-09-28,3,29539,15,75324.45,33225.64,Credit Card
SALE11654,1845,151,EMP147,S007,2026-02-22,4,43256,10,155721.6,43195.26,UPI
SALE11655,9892,164,EMP187,S002,2025-12-15,4,26118,10,94024.8,40373.89,UPI
SALE11656,5179,136,EMP153,S026,2026-06-12,3,24511,5,69856.35,20785.09,Cash
SALE11657,3346,78,EMP088,S035,2025-03-14,1,7635,10,6871.5,2672.57,UPI
SALE11658,3400,196,EMP104,S049,2024-07-07,4,47232,10,170035.2,47698.64,Credit Card
SALE11659,7362,149,EMP153,S038,2025-03-06,3,30486,10,82312.2,30487.36,Net Banking
SALE11660,4127,198,EMP056,S024,2025-05-28,5,45590,0,227950.0,98058.09,Debit Card
SALE11661,8395,131,EMP221,S025,2025-10-27,5,36824,15,156502.0,40172.83,Debit Card
SALE11662,2990,190,EMP014,S003,2025-01-18,2,31786,10,57214.8,22905.89,Debit Card
SALE11663,9779,80,EMP268,S015,2025-01-05,4,40599,20,129916.8,50552.85,Credit Card
SALE11664,4177,57,EMP264,S011,2024-11-10,4,25290,0,101160.0,37107.58,UPI
SALE11665,4854,73,EMP244,S032,2026-06-15,4,41290,10,148644.0,36627.33,Credit Card
SALE11666,7423,103,EMP013,S031,2025-01-17,2,23987,0,47974.0,18509.25,UPI
SALE11667,5135,22,EMP131,S009,2026-04-06,5,35930,5,170667.5,71958.74,Net Banking
