ReviewID,CustomerID,Rating,Review,Sentiment,FakeReview
REV02250,3676,4,Totam autem eius delectus nostrum.,Positive,No
REV02251,9887,2,Asperiores alias provident pariatur amet at.,Positive,No
REV02252,4396,5,Quia optio delectus suscipit molestiae repellat expedita laboriosam.,Positive,No
REV02253,7354,4,Corrupti pariatur placeat labore possimus doloribus.,Neutral,No
REV02254,5924,2,Qui libero nam.,Positive,No
REV02255,8987,3,Officia alias modi recusandae voluptatibus fugiat.,Neutral,No
REV02256,4736,3,Tempore impedit repellendus libero.,Positive,No
REV02257,9205,5,Ad pariatur dicta dolores voluptatibus.,Positive,No
REV02258,11,3,Minima eveniet sit esse reprehenderit exercitationem quas fuga.,Neutral,No
REV02259,8578,5,Hic ullam quod quas dolor.,Positive,No
REV02260,3146,3,Cum rerum a quisquam ullam voluptates magnam vel.,Negative,No
REV02261,3516,3,Possimus error quod ad modi repudiandae nemo quam.,Neutral,No
REV02262,7312,4,Cum quos dicta molestias aut cum vero sapiente.,Negative,No
REV02263,7063,2,Ipsum quis hic itaque accusantium natus odio.,Positive,No
REV02264,1987,4,Ullam nesciunt aperiam exercitationem omnis maiores.,Neutral,No
REV02265,9144,2,Dolorem soluta autem autem.,Neutral,No
REV02266,2224,3,Mollitia in veniam.,Positive,No
REV02267,3398,5,Nostrum culpa ex modi minima quas.,Negative,No
REV02268,3864,4,Nesciunt repudiandae sequi accusamus quos ratione.,Neutral,No
REV02269,263,1,Delectus similique officiis facere.,Neutral,No
REV02270,554,1,Perspiciatis qui voluptatem iusto tempora atque perspiciatis.,Negative,No
REV02271,7876,2,Distinctio optio quos maxime fugit consequuntur cumque.,Negative,No
REV02272,228,3,Voluptatum ipsum veniam nulla.,Neutral,No
REV02273,9253,4,Labore ipsam deleniti itaque illum molestias.,Negative,No
REV02274,2047,4,Laudantium laudantium nihil voluptate quam eum.,Neutral,No
REV02275,4707,5,Soluta quam omnis dolorem ipsum.,Neutral,No
REV02276,8100,4,Sint vitae fugit praesentium.,Neutral,No
REV02277,987,5,Dolor quod quis molestias nihil laborum incidunt.,Negative,No
REV02278,1196,2,Quidem architecto ut dolor et.,Positive,No
REV02279,488,5,Odio necessitatibus reiciendis consequatur.,Positive,No
REV02280,3109,2,Aliquam doloremque fugiat ducimus itaque.,Positive,No
REV02281,6925,2,Hic voluptatem blanditiis ipsa.,Negative,No
REV02282,4985,4,Vel repellendus aliquid quos ducimus itaque exercitationem.,Negative,No
REV02283,2858,4,Quas aliquid impedit mollitia nam veniam quam.,Neutral,No
REV02284,5367,2,Adipisci reiciendis minus incidunt quo quod sit eius.,Negative,No
REV02285,4392,1,Tenetur explicabo quidem culpa.,Positive,No
REV02286,6206,4,Voluptate itaque assumenda.,Neutral,No
REV02287,782,3,Quaerat fuga a voluptate impedit dolores.,Neutral,No
REV02288,2104,5,Ab distinctio possimus modi blanditiis cumque debitis nobis.,Neutral,No
REV02289,4422,5,Sint quaerat vel aperiam atque.,Positive,No
REV02290,5981,2,Doloribus hic saepe inventore dicta.,Negative,No
REV02291,5001,5,Expedita tempore tempore similique reiciendis sunt in.,Positive,No
REV02292,6355,3,Eos cupiditate iste non possimus sit sit.,Neutral,No
REV02293,7735,2,Ipsam eum reiciendis.,Negative,No
REV02294,2514,1,Nesciunt reiciendis repudiandae eligendi maxime in.,Neutral,No
REV02295,3978,2,Perspiciatis fugit laborum.,Positive,No
REV02296,9525,2,Id aspernatur quos facere quisquam eveniet.,Positive,No
REV02297,1996,2,Non ad excepturi sed.,Positive,No
REV02298,1091,3,Fuga officiis neque rem atque nostrum.,Neutral,No
REV02299,1453,4,Exercitationem cupiditate saepe dolorem id.,Positive,No
REV02300,6828,3,Temporibus eos vel similique voluptatibus voluptatibus veritatis.,Negative,No
REV02301,9696,1,Occaecati consequatur voluptatum voluptates harum reprehenderit.,Negative,No
REV02302,4477,5,Id minima sapiente quasi repellendus.,Positive,No
REV02303,4190,4,Aliquam repudiandae explicabo cupiditate unde soluta at.,Neutral,No
REV02304,625,3,Architecto commodi saepe iste non.,Neutral,No
REV02305,6830,5,Assumenda maxime molestias amet id.,Negative,No
REV02306,8256,2,Id voluptas ipsam eum.,Negative,No
REV02307,3199,3,Fugiat eaque perferendis provident.,Neutral,No
REV02308,7520,1,Porro iure maxime voluptatum.,Negative,No
REV02309,7572,4,Ipsum atque fugiat accusantium vero.,Positive,No
REV02310,4012,4,Voluptatem quidem dolores consectetur ipsa optio.,Neutral,No
REV02311,2637,5,Maiores corrupti tenetur doloremque modi dolorum est quam.,Negative,No
REV02312,3444,2,Excepturi vero necessitatibus aliquam fuga ipsum.,Positive,No
REV02313,5973,1,Incidunt sequi saepe unde.,Neutral,No
REV02314,6087,4,Ipsa eum quaerat iusto quae provident eveniet.,Negative,No
REV02315,4241,5,Nihil deserunt quis quam nulla in expedita minima.,Neutral,No
REV02316,9600,5,Id odit voluptatem blanditiis illum.,Positive,No
REV02317,3303,4,Rerum fuga similique possimus ducimus mollitia.,Neutral,No
REV02318,7283,1,Nemo est suscipit dolorum vel.,Neutral,No
REV02319,9803,4,Esse repellendus mollitia expedita debitis dolores ut.,Neutral,No
REV02320,6276,5,Rem ipsum dolores enim.,Negative,No
REV02321,4373,1,Veniam libero voluptate odio eligendi.,Neutral,No
REV02322,418,4,Facilis dolores cum beatae aut magni repudiandae.,Neutral,No
REV02323,1661,2,Unde consectetur perspiciatis repellat sapiente at minima.,Negative,No
REV02324,3142,3,Nihil debitis asperiores quia quidem laboriosam possimus.,Positive,No
REV02325,4229,5,Aliquam quia perspiciatis laboriosam.,Neutral,No
REV02326,5251,3,Hic occaecati sequi quam minima ullam esse.,Negative,No
REV02327,4449,3,Odit aspernatur fugit.,Neutral,No
REV02328,4648,4,Dolorum veniam sint assumenda id minima.,Neutral,No
REV02329,6150,5,Soluta suscipit corporis aspernatur.,Neutral,No
REV02330,4204,5,Ipsa quis quam.,Positive,Yes
REV02331,1496,5,Debitis distinctio at quos ipsa voluptatibus.,Positive,No
REV02332,985,3,Non doloremque voluptatum sed sapiente repellendus.,Negative,No
REV02333,4177,5,Officia velit cum amet.,Negative,No
REV02334,5714,5,Repudiandae animi architecto.,Neutral,No
REV02335,6903,2,Non magni fugit tempora quia reprehenderit.,Neutral,No
REV02336,6307,5,Cumque exercitationem qui eligendi quo eum natus.,Neutral,No
REV02337,4152,3,Quaerat vitae mollitia officiis quia architecto consequatur iusto.,Neutral,No
REV02338,8694,4,Molestiae dolore maiores eaque voluptatum.,Negative,No
REV02339,9042,4,Perspiciatis cum nihil iure repellat.,Positive,No
REV02340,3238,5,Ipsum commodi commodi doloribus minus eligendi.,Positive,No
REV02341,77,4,Non iure velit consequuntur veniam ducimus laudantium.,Neutral,No
REV02342,9368,1,Fuga quidem doloremque nobis occaecati perferendis provident.,Neutral,No
REV02343,9724,2,Ad dolorum perferendis repellendus expedita itaque aut fuga.,Neutral,No
REV02344,9335,5,Error et odio voluptas dignissimos id voluptatum.,Positive,No
REV02345,5977,4,Earum odit officiis tenetur officiis eaque.,Neutral,No
REV02346,3682,5,Blanditiis delectus cupiditate repellat deserunt dolores.,Positive,No
REV02347,9683,3,Perferendis dolor nesciunt itaque.,Negative,No
REV02348,9518,3,Quod odio amet qui repellendus autem voluptatum.,Neutral,No
REV02349,2840,5,Ipsa voluptatibus voluptatibus molestiae sunt quia.,Positive,No
REV02350,8635,1,Eos in totam temporibus deleniti.,Neutral,No
REV02351,5840,3,Impedit sapiente at officia excepturi unde cupiditate.,Positive,No
REV02352,5539,2,Alias fugit quae fugiat consequuntur cum.,Positive,No
REV02353,7944,3,Numquam corrupti illo est asperiores.,Negative,No
REV02354,7835,4,Ut velit minus eligendi accusamus cum nam.,Neutral,No
REV02355,1748,1,Occaecati assumenda voluptatem repellat tempore nulla dolores.,Negative,No
REV02356,5329,2,Modi reiciendis recusandae quis occaecati sapiente deleniti.,Negative,No
REV02357,2951,3,Reiciendis voluptatem molestias iure enim fugit nostrum.,Negative,No
REV02358,3916,4,Pariatur magnam nobis temporibus harum id.,Neutral,No
REV02359,5603,4,Sint voluptate distinctio rerum.,Neutral,No
REV02360,9515,5,Inventore sunt possimus est quos temporibus voluptates.,Neutral,No
REV02361,4472,5,Alias tempore consectetur odit.,Negative,No
REV02362,2147,1,Ea expedita numquam necessitatibus.,Positive,No
REV02363,3831,5,Eum fugit iste.,Positive,No
REV02364,7759,1,Nesciunt totam deserunt laborum.,Positive,Yes
REV02365,2775,4,Ex animi aliquam porro beatae repudiandae.,Neutral,No
REV02366,1777,5,Debitis facere pariatur quia aspernatur explicabo corporis.,Negative,No
REV02367,6440,5,Quaerat odit illum sequi dolore iste inventore.,Positive,No
REV02368,9349,1,Tempore vitae ullam enim dolorum tenetur maxime.,Neutral,No
REV02369,8851,4,Nam in aliquid quisquam quos.,Neutral,No
REV02370,9021,3,Magnam earum totam corporis distinctio perspiciatis suscipit cum.,Negative,No
REV02371,4074,4,Veniam doloremque voluptatum cupiditate voluptas facilis aperiam.,Neutral,No
REV02372,7559,2,Illum ut suscipit consequatur esse provident corrupti fugit.,Neutral,No
REV02373,2329,4,Praesentium quibusdam dicta ipsa ullam.,Negative,No
REV02374,8332,2,Optio vero architecto est voluptatum officiis.,Positive,No
REV02375,6156,2,Blanditiis quasi nihil eos.,Neutral,No
REV02376,5060,3,Quos doloremque asperiores quia aperiam possimus.,Negative,No
REV02377,1731,5,Sed rerum tenetur laudantium eius doloribus.,Neutral,No
REV02378,3851,5,Pariatur ducimus quo incidunt libero at.,Positive,No
REV02379,3137,3,Quis cumque praesentium praesentium.,Positive,No
REV02380,1563,1,Nemo aspernatur maxime eaque distinctio ratione quam qui.,Neutral,No
REV02381,4162,1,Error laudantium veniam adipisci nesciunt cupiditate libero iusto.,Negative,No
REV02382,6169,1,Saepe sint veniam unde voluptates hic incidunt quod.,Positive,No
REV02383,8197,1,Culpa nemo exercitationem reprehenderit vero.,Positive,No
REV02384,3122,3,Deleniti quis porro magnam vitae nemo.,Neutral,No
REV02385,4692,1,Nobis amet facere dolorum velit eveniet distinctio.,Positive,No
REV02386,4840,3,Est odio qui voluptatibus molestiae explicabo blanditiis.,Positive,No
REV02387,2656,2,Magnam voluptate quae soluta.,Neutral,No
REV02388,7557,5,Et ipsam necessitatibus nulla non commodi minus.,Neutral,No
REV02389,3040,5,Labore illo cumque pariatur.,Neutral,No
REV02390,94,1,Ex iste ipsa maiores sequi corporis ut in.,Neutral,No
REV02391,2785,2,Exercitationem dolor accusantium sunt quasi minima aliquam sunt.,Positive,No
REV02392,1681,5,Similique assumenda tempore sequi sint amet.,Positive,Yes
REV02393,3712,5,Mollitia quaerat debitis culpa hic id.,Negative,No
REV02394,5682,2,Odit placeat sapiente incidunt alias.,Neutral,No
REV02395,5276,4,Suscipit distinctio officia quo quibusdam ut.,Positive,No
REV02396,3336,4,Aperiam unde repudiandae dolor.,Negative,No
REV02397,4636,3,Deserunt magni maiores eos est harum.,Negative,No
REV02398,3240,2,Amet vitae enim veniam vero maiores.,Negative,No
REV02399,6226,4,Nisi excepturi delectus consequuntur error dignissimos.,Positive,No
REV02400,1610,2,Et rem fugiat nesciunt.,Positive,No
REV02401,907,2,Autem labore harum aliquam architecto architecto.,Negative,No
REV02402,3091,4,Quibusdam blanditiis in.,Positive,No
REV02403,5863,4,Facere recusandae aperiam voluptatem porro saepe.,Neutral,No
REV02404,539,2,Corrupti ex est itaque ullam adipisci blanditiis.,Neutral,No
REV02405,4175,4,Provident earum atque dicta.,Negative,No
REV02406,5242,2,Molestiae dolor quae iusto optio reprehenderit.,Negative,No
REV02407,9867,4,Facilis natus placeat aperiam facilis at.,Neutral,No
REV02408,554,3,Fuga quae fuga voluptas.,Positive,No
REV02409,4057,4,Nostrum ex modi perspiciatis consequuntur.,Negative,No
REV02410,596,5,Error dolore exercitationem doloribus aliquid libero repellendus.,Positive,No
REV02411,2953,2,Dicta dolore consequatur assumenda eveniet exercitationem pariatur.,Negative,No
REV02412,9560,5,Accusantium quasi dicta expedita tempore aut.,Negative,No
REV02413,9751,1,Doloremque assumenda nostrum harum.,Negative,No
REV02414,4498,2,Provident quaerat odio beatae doloremque.,Neutral,No
REV02415,567,4,Ipsam amet vitae.,Positive,No
REV02416,1260,1,Quibusdam iusto quibusdam ex omnis exercitationem.,Negative,No
REV02417,919,3,Reprehenderit facere impedit beatae eius iusto.,Negative,No
REV02418,5133,5,Id similique neque architecto eos ipsa.,Positive,No
REV02419,6133,5,Placeat iste maxime assumenda quibusdam eius sit.,Negative,No
REV02420,6305,4,Dolorem culpa blanditiis tempora.,Neutral,No
REV02421,2125,5,Harum quis eveniet dolores.,Negative,No
REV02422,2731,4,Exercitationem rerum quaerat inventore quae velit esse non.,Neutral,No
REV02423,647,4,Aut accusamus possimus quis.,Neutral,No
REV02424,8757,4,Maiores sit nemo voluptatem.,Neutral,No
REV02425,1408,2,Tempora nam velit excepturi maiores dolores fuga.,Neutral,No
REV02426,6932,3,Quod cum natus voluptatibus mollitia.,Positive,No
REV02427,2496,1,Assumenda pariatur cumque neque alias magnam laudantium.,Negative,No
REV02428,6252,2,Natus dignissimos laudantium dolorem repudiandae nisi ut.,Negative,No
REV02429,853,5,Excepturi nostrum ducimus soluta architecto quis.,Neutral,No
REV02430,3173,5,Maiores ab dolores in eveniet.,Negative,No
REV02431,1292,5,Sapiente maiores adipisci repellendus temporibus porro nisi.,Negative,No
REV02432,1398,1,Suscipit amet tempore doloribus hic numquam earum.,Positive,No
REV02433,4479,2,Earum cum consectetur molestias.,Positive,No
REV02434,5410,2,Accusantium dolorum dolorem porro ut ipsam dolorem.,Positive,No
REV02435,5472,5,Quaerat odit alias ducimus debitis officiis.,Negative,No
REV02436,6500,1,Molestias enim delectus ullam illum deserunt.,Neutral,No
REV02437,524,2,Maiores nobis corporis accusantium fugiat quo.,Positive,No
REV02438,9348,5,Nobis eveniet facere totam accusantium.,Negative,No
REV02439,9296,5,Voluptatum modi ducimus nesciunt repudiandae quisquam nisi nemo.,Negative,No
REV02440,9907,4,Laboriosam unde laboriosam molestias.,Negative,No
REV02441,6045,1,Maiores veritatis harum magni deleniti necessitatibus odio.,Positive,No
REV02442,3073,5,Rerum non error delectus.,Neutral,No
REV02443,9128,3,Minima nemo doloremque asperiores.,Negative,No
REV02444,903,5,Doloremque id cum asperiores atque dignissimos.,Negative,No
REV02445,1950,3,Ipsam quod similique inventore expedita.,Negative,No
REV02446,6153,5,Iusto nemo repudiandae ipsa.,Negative,No
REV02447,3213,2,Excepturi natus fuga beatae iure placeat deleniti.,Neutral,No
REV02448,6096,4,Dolores est neque autem iure consequatur aliquam facilis.,Negative,No
REV02449,2249,4,Quis nihil voluptatibus minus.,Negative,No
REV02450,4092,5,Exercitationem nesciunt expedita sit necessitatibus in alias esse.,Negative,No
REV02451,1715,5,Cum reiciendis laboriosam cupiditate.,Positive,No
REV02452,6738,3,Sapiente sequi accusantium odio numquam.,Neutral,No
REV02453,4535,4,Quos unde praesentium enim perferendis quos doloribus.,Negative,No
REV02454,8806,3,Suscipit necessitatibus unde nihil nesciunt tenetur commodi id.,Negative,No
REV02455,8734,2,Tenetur porro reiciendis error repudiandae unde ut.,Negative,No
REV02456,715,3,Quisquam fugiat quam deleniti minus nesciunt aliquam.,Positive,No
REV02457,9357,4,Unde voluptatem repellendus voluptatem enim vero.,Negative,No
REV02458,196,1,Omnis iure adipisci totam commodi.,Positive,No
REV02459,526,5,Quia harum in nemo voluptate a.,Neutral,No
REV02460,2447,1,Veniam eum sunt delectus harum temporibus.,Neutral,No
REV02461,3163,4,Debitis facilis doloremque odio natus.,Positive,No
REV02462,9491,3,Tempora soluta nisi.,Negative,No
REV02463,7973,3,Vitae similique ipsa.,Neutral,No
REV02464,3622,3,Doloremque deserunt repudiandae consequuntur provident.,Positive,No
REV02465,9719,5,Consequatur officiis quibusdam sit.,Positive,No
REV02466,6557,5,Sunt veritatis alias quaerat unde iure dolorem.,Neutral,No
REV02467,8764,5,Perferendis quod laudantium excepturi ex odit.,Positive,No
REV02468,2746,5,Repudiandae accusantium deleniti adipisci neque cumque.,Negative,No
REV02469,5158,4,Deserunt dolorum tempora veritatis dolores inventore consectetur.,Negative,No
REV02470,7553,2,Rem earum quidem amet ullam quos.,Neutral,No
REV02471,5043,5,Vero ipsam dolor vel accusantium earum.,Negative,No
REV02472,8879,4,Officiis itaque culpa aliquam.,Negative,No
REV02473,1848,2,Beatae totam excepturi maxime necessitatibus enim saepe.,Positive,No
REV02474,9221,2,Doloribus atque aliquid.,Positive,No
REV02475,8295,3,Dolorem quidem sequi.,Neutral,Yes
REV02476,666,4,Id sequi aliquam ipsum expedita reiciendis aliquam.,Negative,No
REV02477,2202,3,Fugiat dicta occaecati ullam dignissimos magni quibusdam.,Negative,No
REV02478,938,4,Facilis facilis mollitia velit iure alias porro.,Neutral,No
REV02479,1806,1,Occaecati alias quae.,Positive,No
REV02480,1418,4,Numquam similique adipisci.,Positive,No
REV02481,6843,1,Illo accusamus accusantium assumenda.,Positive,No
REV02482,6575,3,Voluptatibus quo incidunt officia repudiandae.,Neutral,No
REV02483,4911,1,Amet id sint soluta impedit maxime.,Negative,No
REV02484,6136,3,Iusto nihil pariatur ipsam.,Negative,No
REV02485,4830,3,Blanditiis cumque ipsa repellendus.,Negative,No
REV02486,2838,2,Recusandae nisi odit.,Positive,No
REV02487,1887,1,Placeat ipsa excepturi possimus rerum.,Negative,No
REV02488,7872,1,Laboriosam labore et quibusdam.,Neutral,No
REV02489,1673,5,Voluptatem quae eum id aperiam.,Positive,No
REV02490,729,5,Minima excepturi nesciunt reprehenderit.,Negative,No
REV02491,204,3,Rem animi atque necessitatibus maxime a mollitia.,Negative,No
REV02492,9150,4,Repellendus modi velit quasi quia.,Neutral,No
REV02493,5241,2,Labore porro sint perspiciatis delectus.,Negative,No
REV02494,6403,5,Fuga sequi culpa odit nisi eos debitis assumenda.,Negative,No
REV02495,7320,5,Ut deserunt necessitatibus ipsam nesciunt neque vel.,Negative,No
REV02496,8499,5,Beatae id nesciunt maxime.,Positive,No
REV02497,4562,2,Voluptatibus sit repellendus.,Neutral,No
REV02498,8671,2,Asperiores pariatur perferendis est accusantium distinctio dolore atque.,Positive,No
REV02499,9145,5,Consequuntur assumenda distinctio dolorem expedita minus.,Positive,No
REV02500,1252,3,Consectetur voluptas sapiente consequuntur enim velit.,Positive,No
REV02501,631,5,Quas eaque minima sint quia iste.,Positive,No
REV02502,2829,3,Porro officia dolorum repellat.,Positive,No
REV02503,6198,2,Laudantium dolorum quis provident blanditiis ad voluptas.,Neutral,No
REV02504,4071,3,Quasi tempore corrupti animi inventore architecto.,Negative,No
REV02505,6702,4,Atque recusandae libero dolor veritatis.,Neutral,No
REV02506,2559,3,Itaque nostrum doloremque animi quas.,Neutral,No
REV02507,7730,3,Placeat molestiae autem maiores fugit.,Negative,No
REV02508,212,4,Saepe cumque rerum.,Neutral,No
REV02509,320,3,Recusandae sint laudantium.,Neutral,No
REV02510,7061,3,Saepe dolore veniam exercitationem quo at.,Positive,No
REV02511,9921,2,Nam incidunt aperiam dolorem cum quis iure.,Negative,No
REV02512,1056,2,Nihil optio aliquid id rerum totam recusandae.,Negative,No
REV02513,2599,2,Tenetur tempore facere fugit natus dolor tenetur.,Neutral,No
REV02514,9757,2,Necessitatibus consectetur eveniet neque labore.,Negative,No
REV02515,3518,4,Blanditiis explicabo ex.,Negative,No
REV02516,7008,3,Optio molestias cum nulla nihil eius doloremque.,Neutral,No
REV02517,6690,4,Eveniet incidunt similique.,Neutral,No
REV02518,1019,2,Enim reprehenderit asperiores minus.,Positive,No
REV02519,4489,4,Ipsum pariatur dicta incidunt illo.,Neutral,No
REV02520,3791,4,Incidunt recusandae nemo labore.,Neutral,No
REV02521,2212,4,Dicta quaerat aperiam eos asperiores.,Neutral,No
REV02522,1599,5,Dolorum error esse.,Negative,No
REV02523,1080,1,Dignissimos quod beatae dolor dicta.,Negative,No
REV02524,8241,4,Ea eaque suscipit error ipsa.,Negative,No
REV02525,795,1,Libero error ullam ipsa.,Positive,No
REV02526,3371,1,Quae pariatur veniam in molestias odio porro.,Neutral,No
REV02527,509,4,Adipisci natus vero magni perferendis consectetur eum.,Positive,No
REV02528,6204,2,Nisi dignissimos deleniti harum.,Positive,No
REV02529,5591,4,Doloremque maxime rem incidunt.,Neutral,No
REV02530,5039,5,Error hic illum soluta.,Positive,No
REV02531,7743,4,Laborum in culpa occaecati dolor.,Positive,Yes
REV02532,683,4,Harum vero aut fuga labore maxime atque.,Positive,No
REV02533,6816,3,Dolorum maiores deserunt omnis.,Positive,No
REV02534,9886,3,Quasi ut nostrum saepe.,Positive,No
REV02535,3144,5,Repudiandae quia dolor minima voluptatum maiores debitis modi.,Neutral,No
REV02536,7824,2,Blanditiis commodi reiciendis eligendi labore molestiae.,Neutral,No
REV02537,8533,3,Ipsam ex commodi suscipit ab.,Positive,No
REV02538,5340,3,Officia et nam laudantium explicabo.,Neutral,No
REV02539,7134,4,Reiciendis optio illum necessitatibus delectus.,Positive,No
REV02540,3504,2,Culpa harum minima corporis facere.,Positive,No
REV02541,3767,1,Repellendus voluptates quasi nihil autem quae enim.,Negative,No
REV02542,5785,2,Accusantium quisquam velit illo tempora expedita impedit nam.,Neutral,No
REV02543,2196,2,Repellat illo error et dolores quibusdam.,Negative,No
REV02544,5719,1,Illo dolor omnis porro earum dolorem velit amet.,Negative,No
REV02545,7271,2,Iusto itaque reprehenderit a.,Positive,No
REV02546,6949,3,Cumque consequatur nam maiores repellendus porro sapiente.,Negative,No
REV02547,7594,3,Eum deleniti accusantium quod.,Positive,No
REV02548,4852,2,Placeat ex tempora earum quaerat aut minima.,Negative,No
REV02549,5128,3,Ipsa magni adipisci consectetur.,Positive,No
REV02550,8898,2,Nisi dolorem magni eaque expedita.,Negative,No
REV02551,4207,3,Iure illum ab in unde corporis dolorem.,Negative,No
REV02552,2979,4,Quasi impedit illo est assumenda necessitatibus nobis.,Neutral,No
REV02553,9743,1,Ipsum quia asperiores et nihil sequi.,Neutral,No
REV02554,6475,5,Aliquid cum optio facere eius.,Neutral,No
REV02555,699,5,Nihil hic ad.,Neutral,No
REV02556,5962,5,Ipsa eius hic repudiandae delectus nisi reprehenderit consequatur.,Negative,No
REV02557,9375,1,Veniam illo vitae enim.,Negative,No
REV02558,6665,4,At facere pariatur voluptatem repudiandae accusantium blanditiis.,Positive,No
REV02559,6673,2,Unde distinctio ea beatae quidem recusandae eos.,Neutral,No
REV02560,4917,4,Animi ullam possimus dicta possimus explicabo dolor dolorem.,Negative,No
REV02561,1769,5,Quos fugiat consequuntur doloribus.,Positive,No
REV02562,4258,5,Reprehenderit ut repellendus sed similique reprehenderit.,Negative,No
REV02563,1280,5,Veritatis incidunt natus asperiores.,Positive,No
REV02564,2853,4,Quis minima consequatur eveniet ipsam illum doloribus.,Positive,No
REV02565,8387,1,Neque nihil corporis repellendus molestias.,Neutral,No
REV02566,362,4,Ex sapiente consectetur in quam magnam.,Negative,No
REV02567,4533,1,Aliquid vitae natus quibusdam assumenda architecto nesciunt dolore.,Neutral,No
REV02568,5304,2,Optio dignissimos alias quibusdam ipsa minima.,Positive,No
REV02569,5423,5,Similique natus eveniet natus ab dolores nulla.,Positive,Yes
REV02570,6758,1,Consequuntur dicta libero at porro aliquam iusto.,Negative,No
REV02571,4897,5,Voluptate doloribus nesciunt qui tempore nulla.,Neutral,No
REV02572,7079,2,Amet ex minima aspernatur unde hic quis quas.,Negative,No
REV02573,3383,1,Aliquid asperiores voluptate consectetur eligendi.,Negative,No
REV02574,2139,3,Quod expedita iste facere architecto vitae eaque atque.,Neutral,No
REV02575,2651,2,Rerum mollitia saepe explicabo recusandae sit magnam.,Neutral,No
REV02576,8672,3,Adipisci vel nisi sequi iusto quo accusantium officiis.,Neutral,No
REV02577,1250,4,Doloremque beatae quo iste saepe.,Negative,No
REV02578,8893,2,Ab nam natus totam fuga commodi eveniet.,Negative,No
REV02579,5290,4,Commodi ipsum aperiam amet rem aut assumenda.,Positive,No
REV02580,5345,4,Corrupti repellat quos fugiat.,Negative,No
REV02581,5808,3,Molestias mollitia delectus quos.,Negative,No
REV02582,6906,1,Sequi sed beatae molestias nihil quasi quo sit.,Negative,No
REV02583,1335,1,Dolorem deserunt id alias iure perspiciatis exercitationem cupiditate.,Negative,No
REV02584,56,5,Illo magni consectetur quis quia.,Negative,No
REV02585,3766,1,Minus quibusdam ducimus.,Positive,No
REV02586,9058,1,Itaque voluptatem tempora fugiat nisi.,Positive,No
REV02587,5307,5,Ab sapiente ullam blanditiis.,Positive,No
REV02588,6871,4,Debitis quasi quas reiciendis doloribus voluptatem eius repellat.,Negative,No
REV02589,9815,2,Nemo ratione laboriosam amet est dolorem maiores.,Negative,No
REV02590,3208,2,Laudantium doloribus ipsum sequi nisi.,Negative,No
REV02591,5604,4,Ratione dicta blanditiis at aperiam expedita facere.,Positive,No
REV02592,7719,1,Qui voluptatum consequatur inventore soluta.,Positive,No
REV02593,7103,4,Repudiandae totam commodi saepe placeat officia voluptas suscipit.,Negative,No
REV02594,7108,5,Asperiores est illum.,Neutral,No
REV02595,9728,3,Consectetur dicta fuga dolores deserunt excepturi recusandae voluptas.,Negative,No
REV02596,1297,2,Id deserunt iste modi alias ea.,Neutral,No
REV02597,3385,3,Consequuntur voluptatum dolorum labore dolores magnam.,Neutral,No
REV02598,5861,3,Nemo aliquam doloribus quaerat est.,Neutral,No
REV02599,2496,4,Quam consectetur vitae.,Negative,No
REV02600,659,3,Numquam ducimus cupiditate quaerat minus odio.,Neutral,No
REV02601,2351,4,Quos tenetur cum.,Neutral,No
REV02602,2451,4,Non tempora id velit.,Neutral,No
REV02603,3426,5,Aut sed minus aspernatur illo corporis adipisci nihil.,Neutral,No
REV02604,8207,5,Nihil quia ipsum molestiae porro.,Negative,Yes
REV02605,4666,5,Debitis magni reiciendis itaque perferendis totam.,Negative,No
REV02606,1044,5,Quia vel quibusdam aut quas.,Negative,No
REV02607,5120,5,Omnis officia pariatur nostrum iure illum.,Positive,No
REV02608,4683,5,Deserunt ut corporis repudiandae commodi nisi consectetur laboriosam.,Negative,No
REV02609,3795,3,Quibusdam dolore libero cum fugiat tempore adipisci voluptas.,Positive,No
REV02610,7913,2,Sunt non possimus at.,Neutral,No
REV02611,3406,3,Consequuntur inventore veniam.,Positive,No
REV02612,2228,1,Ratione cum saepe sed unde facere quam.,Neutral,No
REV02613,9561,5,Beatae quam quam adipisci in perspiciatis facilis.,Neutral,No
REV02614,9682,1,Magnam cumque dolor quo quae iste explicabo odio.,Positive,No
REV02615,7765,5,Necessitatibus natus itaque quas eveniet.,Positive,No
REV02616,8722,5,Architecto tenetur facilis vitae praesentium.,Positive,No
REV02617,3125,1,Vero ipsum earum cumque id.,Negative,No
REV02618,3948,4,Voluptatibus dolorem cum corporis molestias.,Positive,No
REV02619,3818,1,Veniam ex saepe tempora distinctio laborum.,Positive,No
REV02620,3636,2,Molestiae architecto officiis labore ratione repudiandae eaque.,Positive,No
REV02621,1328,1,Iste cum quaerat modi repudiandae nulla nesciunt.,Neutral,No
REV02622,3169,2,Incidunt minus quos assumenda ab.,Positive,No
REV02623,516,4,Autem necessitatibus eligendi deserunt illo beatae laboriosam possimus.,Positive,No
REV02624,3753,4,Dignissimos aspernatur quas esse iste tenetur quam.,Positive,No
REV02625,3843,2,Tenetur nam nam ratione in neque porro.,Negative,No
REV02626,9800,3,Ex deserunt laborum blanditiis iusto.,Negative,No
REV02627,4215,2,Voluptates unde architecto temporibus.,Positive,No
REV02628,5331,2,Et reprehenderit non enim error tempore.,Positive,No
REV02629,1126,1,Eos hic voluptate nostrum facilis deserunt.,Neutral,No
